date,sum_crimes,weekday,month,mode_hr,game,seasons
2016-04-06,5,Wednesday,Apr,23,No Game,No game
2016-04-07,7,Thursday,Apr,13,No Game,No game
2016-04-08,5,Friday,Apr,18,No Game,No game
2016-04-09,8,Saturday,Apr,0,No Game,No game
2016-04-10,9,Sunday,Apr,7,No Game,No game
2016-04-11,7,Monday,Apr,16,Won Game,Regular
2016-04-12,8,Tuesday,Apr,10,Lost Game,Regular
2016-04-13,5,Wednesday,Apr,22,Lost Game,Regular
2016-04-14,8,Thursday,Apr,18,Lost Game,Regular
2016-04-15,5,Friday,Apr,5,Won Game,Regular
2016-04-16,10,Saturday,Apr,0,Lost Game,Regular
2016-04-17,1,Sunday,Apr,19,Won Game,Regular
2016-04-18,6,Monday,Apr,10,No Game,No game
2016-04-19,3,Tuesday,Apr,14,No Game,No game
2016-04-20,1,Wednesday,Apr,22,No Game,No game
2016-04-21,4,Thursday,Apr,15,No Game,No game
2016-04-22,12,Friday,Apr,10,Lost Game,Regular
2016-04-23,7,Saturday,Apr,10,Won Game,Regular
2016-04-24,5,Sunday,Apr,14,Lost Game,Regular
2016-04-26,6,Tuesday,Apr,17,No Game,No game
2016-04-27,5,Wednesday,Apr,13,No Game,No game
2016-04-28,5,Thursday,Apr,0,No Game,No game
2016-04-29,4,Friday,Apr,2,No Game,No game
2016-04-30,8,Saturday,Apr,11,No Game,No game
2016-05-01,4,Sunday,May,8,No Game,No game
2016-05-02,6,Monday,May,15,Lost Game,Regular
2016-05-03,5,Tuesday,May,0,Won Game,Regular
2016-05-04,5,Wednesday,May,9,Won Game,Regular
2016-05-05,8,Thursday,May,8,Lost Game,Regular
2016-05-06,7,Friday,May,7,Won Game,Regular
2016-05-07,10,Saturday,May,15,Lost Game,Regular
2016-05-08,6,Sunday,May,0,Won Game,Regular
2016-05-09,9,Monday,May,9,Won Game,Regular
2016-05-10,9,Tuesday,May,13,Lost Game,Regular
2016-05-11,5,Wednesday,May,12,Won Game,Regular
2016-05-12,13,Thursday,May,12,No Game,No game
2016-05-13,8,Friday,May,1,No Game,No game
2016-05-14,8,Saturday,May,6,No Game,No game
2016-05-15,9,Sunday,May,11,No Game,No game
2016-05-16,8,Monday,May,18,No Game,No game
2016-05-17,6,Tuesday,May,15,No Game,No game
2016-05-18,4,Wednesday,May,14,No Game,No game
2016-05-19,4,Thursday,May,7,No Game,No game
2016-05-20,7,Friday,May,14,Lost Game,Regular
2016-05-21,15,Saturday,May,16,Lost Game,Regular
2016-05-22,4,Sunday,May,7,Lost Game,Regular
2016-05-23,3,Monday,May,14,No Game,No game
2016-05-24,9,Tuesday,May,14,Won Game,Regular
2016-05-25,10,Wednesday,May,19,Won Game,Regular
2016-05-26,5,Thursday,May,7,Won Game,Regular
2016-05-27,14,Friday,May,14,No Game,No game
2016-05-28,10,Saturday,May,2,No Game,No game
2016-05-29,3,Sunday,May,10,No Game,No game
2016-05-30,6,Monday,May,3,No Game,No game
2016-05-31,8,Tuesday,May,16,No Game,No game
2016-06-01,4,Wednesday,Jun,8,Won Game,Regular
2016-06-02,6,Thursday,Jun,7,Lost Game,Regular
2016-06-03,5,Friday,Jun,14,Won Game,Regular
2016-06-04,3,Saturday,Jun,7,Won Game,Regular
2016-06-05,7,Sunday,Jun,15,Won Game,Regular
2016-06-06,6,Monday,Jun,8,No Game,No game
2016-06-07,10,Tuesday,Jun,16,No Game,No game
2016-06-08,7,Wednesday,Jun,10,No Game,No game
2016-06-09,9,Thursday,Jun,1,No Game,No game
2016-06-10,5,Friday,Jun,14,No Game,No game
2016-06-11,8,Saturday,Jun,2,No Game,No game
2016-06-12,6,Sunday,Jun,8,No Game,No game
2016-06-13,12,Monday,Jun,17,No Game,No game
2016-06-14,9,Tuesday,Jun,9,No Game,No game
2016-06-15,8,Wednesday,Jun,21,No Game,No game
2016-06-16,6,Thursday,Jun,21,No Game,No game
2016-06-17,5,Friday,Jun,0,Lost Game,Regular
2016-06-18,20,Saturday,Jun,16,Won Game,Regular
2016-06-19,6,Sunday,Jun,2,Won Game,Regular
2016-06-20,5,Monday,Jun,7,Won Game,Regular
2016-06-21,8,Tuesday,Jun,5,Won Game,Regular
2016-06-22,4,Wednesday,Jun,1,Won Game,Regular
2016-06-23,5,Thursday,Jun,0,No Game,No game
2016-06-24,8,Friday,Jun,0,No Game,No game
2016-06-25,15,Saturday,Jun,0,No Game,No game
2016-06-26,9,Sunday,Jun,3,No Game,No game
2016-06-27,6,Monday,Jun,17,No Game,No game
2016-06-28,9,Tuesday,Jun,1,No Game,No game
2016-06-29,8,Wednesday,Jun,16,No Game,No game
2016-06-30,9,Thursday,Jun,20,No Game,No game
2016-07-01,9,Friday,Jul,8,Won Game,Regular
2016-07-02,11,Saturday,Jul,23,Lost Game,Regular
2016-07-03,6,Sunday,Jul,5,Lost Game,Regular
2016-07-04,6,Monday,Jul,5,Won Game,Regular
2016-07-05,5,Tuesday,Jul,16,Won Game,Regular
2016-07-06,8,Wednesday,Jul,12,Won Game,Regular
2016-07-07,4,Thursday,Jul,15,Lost Game,Regular
2016-07-08,10,Friday,Jul,14,Won Game,Regular
2016-07-09,9,Saturday,Jul,15,Lost Game,Regular
2016-07-10,7,Sunday,Jul,23,Won Game,Regular
2016-07-11,14,Monday,Jul,8,No Game,No game
2016-07-12,5,Tuesday,Jul,2,No Game,No game
2016-07-13,10,Wednesday,Jul,9,No Game,No game
2016-07-14,6,Thursday,Jul,10,No Game,No game
2016-07-15,7,Friday,Jul,10,No Game,No game
2016-07-16,9,Saturday,Jul,21,No Game,No game
2016-07-17,3,Sunday,Jul,15,No Game,No game
2016-07-18,9,Monday,Jul,16,No Game,No game
2016-07-19,10,Tuesday,Jul,19,No Game,No game
2016-07-20,9,Wednesday,Jul,7,No Game,No game
2016-07-21,7,Thursday,Jul,13,No Game,No game
2016-07-22,12,Friday,Jul,22,Won Game,Regular
2016-07-23,9,Saturday,Jul,8,Won Game,Regular
2016-07-24,9,Sunday,Jul,10,Won Game,Regular
2016-07-25,8,Monday,Jul,12,Lost Game,Regular
2016-07-26,13,Tuesday,Jul,9,Lost Game,Regular
2016-07-27,9,Wednesday,Jul,1,Won Game,Regular
2016-07-28,11,Thursday,Jul,8,No Game,No game
2016-07-29,8,Friday,Jul,1,No Game,No game
2016-07-30,6,Saturday,Jul,4,No Game,No game
2016-07-31,8,Sunday,Jul,2,No Game,No game
2016-08-01,13,Monday,Aug,12,Won Game,Regular
2016-08-02,9,Tuesday,Aug,9,Lost Game,Regular
2016-08-03,10,Wednesday,Aug,10,Lost Game,Regular
2016-08-04,9,Thursday,Aug,10,Lost Game,Regular
2016-08-05,7,Friday,Aug,12,Won Game,Regular
2016-08-06,10,Saturday,Aug,0,Lost Game,Regular
2016-08-07,14,Sunday,Aug,21,Lost Game,Regular
2016-08-08,6,Monday,Aug,1,No Game,No game
2016-08-09,6,Tuesday,Aug,9,No Game,No game
2016-08-10,13,Wednesday,Aug,16,No Game,No game
2016-08-11,5,Thursday,Aug,6,No Game,No game
2016-08-12,6,Friday,Aug,9,No Game,No game
2016-08-13,7,Saturday,Aug,1,No Game,No game
2016-08-14,8,Sunday,Aug,22,No Game,No game
2016-08-15,5,Monday,Aug,8,No Game,No game
2016-08-16,7,Tuesday,Aug,22,Lost Game,Regular
2016-08-17,7,Wednesday,Aug,2,Lost Game,Regular
2016-08-18,8,Thursday,Aug,21,No Game,No game
2016-08-19,4,Friday,Aug,9,No Game,No game
2016-08-20,7,Saturday,Aug,14,No Game,No game
2016-08-21,9,Sunday,Aug,7,No Game,No game
2016-08-22,4,Monday,Aug,5,No Game,No game
2016-08-23,7,Tuesday,Aug,6,No Game,No game
2016-08-24,6,Wednesday,Aug,5,No Game,No game
2016-08-25,10,Thursday,Aug,12,No Game,No game
2016-08-26,6,Friday,Aug,15,Won Game,Regular
2016-08-27,23,Saturday,Aug,23,Won Game,Regular
2016-08-28,12,Sunday,Aug,10,Lost Game,Regular
2016-08-29,10,Monday,Aug,14,Won Game,Regular
2016-08-30,8,Tuesday,Aug,11,Won Game,Regular
2016-08-31,9,Wednesday,Aug,18,Won Game,Regular
2016-09-01,9,Thursday,Sep,7,No Game,No game
2016-09-02,5,Friday,Sep,18,No Game,No game
2016-09-03,16,Saturday,Sep,3,No Game,No game
2016-09-04,14,Sunday,Sep,0,No Game,No game
2016-09-05,3,Monday,Sep,13,No Game,No game
2016-09-06,4,Tuesday,Sep,2,No Game,No game
2016-09-07,7,Wednesday,Sep,4,No Game,No game
2016-09-08,3,Thursday,Sep,7,No Game,No game
2016-09-09,10,Friday,Sep,8,Lost Game,Regular
2016-09-10,15,Saturday,Sep,8,Won Game,Regular
2016-09-11,12,Sunday,Sep,1,Lost Game,Regular
2016-09-12,7,Monday,Sep,23,Lost Game,Regular
2016-09-13,3,Tuesday,Sep,5,Lost Game,Regular
2016-09-14,6,Wednesday,Sep,0,Won Game,Regular
2016-09-15,10,Thursday,Sep,0,No Game,No game
2016-09-16,13,Friday,Sep,0,No Game,No game
2016-09-17,1,Saturday,Sep,19,No Game,No game
2016-09-18,6,Sunday,Sep,22,No Game,No game
2016-09-19,1,Monday,Sep,3,No Game,No game
2016-09-20,12,Tuesday,Sep,23,No Game,No game
2016-09-21,11,Wednesday,Sep,13,No Game,No game
2016-09-22,8,Thursday,Sep,8,Lost Game,Regular
2016-09-23,11,Friday,Sep,14,Lost Game,Regular
2016-09-24,18,Saturday,Sep,4,Lost Game,Regular
2016-09-25,5,Sunday,Sep,10,Won Game,Regular
2016-09-26,3,Monday,Sep,8,Lost Game,Regular
2016-09-27,10,Tuesday,Sep,15,Won Game,Regular
2016-09-28,4,Wednesday,Sep,10,Lost Game,Regular
2016-09-29,5,Thursday,Sep,9,No Game,No game
2016-09-30,13,Friday,Sep,23,No Game,No game
2016-10-01,7,Saturday,Oct,17,No Game,No game
2016-10-02,5,Sunday,Oct,8,No Game,No game
2016-10-03,4,Monday,Oct,22,No Game,No game
2016-10-04,9,Tuesday,Oct,0,No Game,No game
2016-10-05,4,Wednesday,Oct,6,No Game,No game
2016-10-06,6,Thursday,Oct,0,No Game,No game
2016-10-07,9,Friday,Oct,20,No Game,No game
2016-10-08,10,Saturday,Oct,18,No Game,No game
2016-10-09,7,Sunday,Oct,10,No Game,No game
2016-10-10,2,Monday,Oct,15,No Game,No game
2016-10-11,8,Tuesday,Oct,0,No Game,No game
2016-10-12,9,Wednesday,Oct,1,No Game,No game
2016-10-13,9,Thursday,Oct,5,No Game,No game
2016-10-14,12,Friday,Oct,23,No Game,No game
2016-10-15,8,Saturday,Oct,9,No Game,No game
2016-10-16,8,Sunday,Oct,2,No Game,No game
2016-10-17,12,Monday,Oct,12,No Game,No game
2016-10-18,7,Tuesday,Oct,16,No Game,No game
2016-10-19,9,Wednesday,Oct,23,No Game,No game
2016-10-20,11,Thursday,Oct,11,No Game,No game
2016-10-21,10,Friday,Oct,19,No Game,No game
2016-10-22,16,Saturday,Oct,17,No Game,No game
2016-10-23,24,Sunday,Oct,7,No Game,No game
2016-10-24,19,Monday,Oct,9,No Game,No game
2016-10-25,3,Tuesday,Oct,10,No Game,No game
2016-10-26,6,Wednesday,Oct,7,No Game,No game
2016-10-27,6,Thursday,Oct,2,No Game,No game
2016-10-28,4,Friday,Oct,3,No Game,No game
2016-10-29,7,Saturday,Oct,7,No Game,No game
2016-10-30,16,Sunday,Oct,3,No Game,No game
2016-10-31,3,Monday,Oct,1,No Game,No game
2016-11-01,3,Tuesday,Nov,7,No Game,No game
2016-11-02,3,Wednesday,Nov,9,No Game,No game
2016-11-03,13,Thursday,Nov,9,No Game,No game
2016-11-04,11,Friday,Nov,10,No Game,No game
2016-11-05,13,Saturday,Nov,11,No Game,No game
2016-11-06,13,Sunday,Nov,9,No Game,No game
2016-11-07,14,Monday,Nov,14,No Game,No game
2016-11-08,9,Tuesday,Nov,22,No Game,No game
2016-11-09,6,Wednesday,Nov,8,No Game,No game
2016-11-10,15,Thursday,Nov,23,No Game,No game
2016-11-11,9,Friday,Nov,10,No Game,No game
2016-11-12,10,Saturday,Nov,17,No Game,No game
2016-11-13,4,Sunday,Nov,4,No Game,No game
2016-11-14,4,Monday,Nov,10,No Game,No game
2016-11-15,7,Tuesday,Nov,2,No Game,No game
2016-11-16,11,Wednesday,Nov,12,No Game,No game
2016-11-17,7,Thursday,Nov,14,No Game,No game
2016-11-18,9,Friday,Nov,8,No Game,No game
2016-11-19,3,Saturday,Nov,19,No Game,No game
2016-11-20,12,Sunday,Nov,18,No Game,No game
2016-11-21,8,Monday,Nov,23,No Game,No game
2016-11-22,15,Tuesday,Nov,23,No Game,No game
2016-11-23,6,Wednesday,Nov,9,No Game,No game
2016-11-24,4,Thursday,Nov,0,No Game,No game
2016-11-25,9,Friday,Nov,2,No Game,No game
2016-11-26,7,Saturday,Nov,6,No Game,No game
2016-11-27,13,Sunday,Nov,13,No Game,No game
2016-11-28,11,Monday,Nov,17,No Game,No game
2016-11-29,11,Tuesday,Nov,20,No Game,No game
2016-11-30,8,Wednesday,Nov,8,No Game,No game
2016-12-01,13,Thursday,Dec,8,No Game,No game
2016-12-02,9,Friday,Dec,18,No Game,No game
2016-12-03,7,Saturday,Dec,14,No Game,No game
2016-12-04,13,Sunday,Dec,9,No Game,No game
2016-12-05,7,Monday,Dec,12,No Game,No game
2016-12-06,9,Tuesday,Dec,7,No Game,No game
2016-12-07,5,Wednesday,Dec,6,No Game,No game
2016-12-08,13,Thursday,Dec,0,No Game,No game
2016-12-09,5,Friday,Dec,10,No Game,No game
2016-12-10,15,Saturday,Dec,3,No Game,No game
2016-12-11,11,Sunday,Dec,16,No Game,No game
2016-12-12,9,Monday,Dec,14,No Game,No game
2016-12-13,11,Tuesday,Dec,0,No Game,No game
2016-12-14,7,Wednesday,Dec,15,No Game,No game
2016-12-15,6,Thursday,Dec,9,No Game,No game
2016-12-16,7,Friday,Dec,21,No Game,No game
2016-12-17,27,Saturday,Dec,14,No Game,No game
2016-12-18,43,Sunday,Dec,12,No Game,No game
2016-12-19,17,Monday,Dec,19,No Game,No game
2016-12-20,5,Tuesday,Dec,8,No Game,No game
2016-12-21,11,Wednesday,Dec,10,No Game,No game
2016-12-22,10,Thursday,Dec,10,No Game,No game
2016-12-23,9,Friday,Dec,10,No Game,No game
2016-12-24,5,Saturday,Dec,18,No Game,No game
2016-12-25,2,Sunday,Dec,3,No Game,No game
2016-12-26,10,Monday,Dec,10,No Game,No game
2016-12-27,10,Tuesday,Dec,12,No Game,No game
2016-12-28,9,Wednesday,Dec,3,No Game,No game
2016-12-29,6,Thursday,Dec,0,No Game,No game
2016-12-30,9,Friday,Dec,9,No Game,No game
2016-12-31,5,Saturday,Dec,0,No Game,No game
2017-01-01,11,Sunday,Jan,7,No Game,No game
2017-01-02,3,Monday,Jan,15,No Game,No game
2017-01-03,7,Tuesday,Jan,15,No Game,No game
2017-01-04,4,Wednesday,Jan,10,No Game,No game
2017-01-05,9,Thursday,Jan,14,No Game,No game
2017-01-06,7,Friday,Jan,3,No Game,No game
2017-01-07,7,Saturday,Jan,11,No Game,No game
2017-01-08,5,Sunday,Jan,1,No Game,No game
2017-01-09,6,Monday,Jan,14,No Game,No game
2017-01-10,4,Tuesday,Jan,15,No Game,No game
2017-01-11,11,Wednesday,Jan,0,No Game,No game
2017-01-12,8,Thursday,Jan,8,No Game,No game
2017-01-13,8,Friday,Jan,12,No Game,No game
2017-01-14,8,Saturday,Jan,9,No Game,No game
2017-01-15,18,Sunday,Jan,12,No Game,No game
2017-01-16,8,Monday,Jan,18,No Game,No game
2017-01-17,3,Tuesday,Jan,6,No Game,No game
2017-01-18,8,Wednesday,Jan,8,No Game,No game
2017-01-19,6,Thursday,Jan,0,No Game,No game
2017-01-20,8,Friday,Jan,15,No Game,No game
2017-01-21,13,Saturday,Jan,22,No Game,No game
2017-01-22,8,Sunday,Jan,0,No Game,No game
2017-01-23,9,Monday,Jan,9,No Game,No game
2017-01-24,11,Tuesday,Jan,10,No Game,No game
2017-01-25,9,Wednesday,Jan,16,No Game,No game
2017-01-26,10,Thursday,Jan,5,No Game,No game
2017-01-27,7,Friday,Jan,1,No Game,No game
2017-01-28,5,Saturday,Jan,15,No Game,No game
2017-01-29,10,Sunday,Jan,13,No Game,No game
2017-01-30,6,Monday,Jan,7,No Game,No game
2017-01-31,2,Tuesday,Jan,11,No Game,No game
2017-02-01,12,Wednesday,Feb,23,No Game,No game
2017-02-02,19,Thursday,Feb,18,No Game,No game
2017-02-03,28,Friday,Feb,10,No Game,No game
2017-02-04,20,Saturday,Feb,11,No Game,No game
2017-02-05,20,Sunday,Feb,9,No Game,No game
2017-02-06,8,Monday,Feb,0,No Game,No game
2017-02-07,13,Tuesday,Feb,22,No Game,No game
2017-02-08,5,Wednesday,Feb,7,No Game,No game
2017-02-09,9,Thursday,Feb,11,No Game,No game
2017-02-10,7,Friday,Feb,10,No Game,No game
2017-02-11,12,Saturday,Feb,11,No Game,No game
2017-02-12,5,Sunday,Feb,2,No Game,No game
2017-02-13,8,Monday,Feb,10,No Game,No game
2017-02-14,5,Tuesday,Feb,7,No Game,No game
2017-02-15,2,Wednesday,Feb,14,No Game,No game
2017-02-16,3,Thursday,Feb,11,No Game,No game
2017-02-17,3,Friday,Feb,0,No Game,No game
2017-02-18,12,Saturday,Feb,18,No Game,No game
2017-02-19,9,Sunday,Feb,7,No Game,No game
2017-02-20,5,Monday,Feb,5,No Game,No game
2017-02-21,2,Tuesday,Feb,10,No Game,No game
2017-02-22,4,Wednesday,Feb,1,No Game,No game
2017-02-23,4,Thursday,Feb,9,No Game,No game
2017-02-24,9,Friday,Feb,8,No Game,No game
2017-02-25,11,Saturday,Feb,16,No Game,No game
2017-02-26,14,Sunday,Feb,11,No Game,No game
2017-02-27,8,Monday,Feb,22,No Game,No game
2017-02-28,10,Tuesday,Feb,14,No Game,No game
2017-03-01,7,Wednesday,Mar,8,No Game,No game
2017-03-02,5,Thursday,Mar,1,No Game,No game
2017-03-03,6,Friday,Mar,7,No Game,No game
2017-03-04,8,Saturday,Mar,8,No Game,No game
2017-03-05,14,Sunday,Mar,17,No Game,No game
2017-03-06,8,Monday,Mar,20,No Game,No game
2017-03-07,10,Tuesday,Mar,22,No Game,No game
2017-03-08,11,Wednesday,Mar,1,No Game,No game
2017-03-09,5,Thursday,Mar,10,No Game,No game
2017-03-10,10,Friday,Mar,17,No Game,No game
2017-03-11,9,Saturday,Mar,13,No Game,No game
2017-03-12,4,Sunday,Mar,3,No Game,No game
2017-03-13,5,Monday,Mar,11,No Game,No game
2017-03-14,3,Tuesday,Mar,9,No Game,No game
2017-03-15,5,Wednesday,Mar,8,No Game,No game
2017-03-16,1,Thursday,Mar,19,No Game,No game
2017-03-17,5,Friday,Mar,6,No Game,No game
2017-03-18,11,Saturday,Mar,9,No Game,No game
2017-03-19,6,Sunday,Mar,13,No Game,No game
2017-03-20,11,Monday,Mar,10,No Game,No game
2017-03-21,7,Tuesday,Mar,0,No Game,No game
2017-03-22,3,Wednesday,Mar,14,No Game,No game
2017-03-23,4,Thursday,Mar,8,No Game,No game
2017-03-24,6,Friday,Mar,2,No Game,No game
2017-03-25,10,Saturday,Mar,3,No Game,No game
2017-03-26,6,Sunday,Mar,17,No Game,No game
2017-03-27,4,Monday,Mar,8,No Game,No game
2017-03-28,9,Tuesday,Mar,15,No Game,No game
2017-03-29,1,Wednesday,Mar,9,No Game,No game
2017-03-30,6,Thursday,Mar,15,No Game,No game
2017-03-31,10,Friday,Mar,18,No Game,No game
2017-04-01,8,Saturday,Apr,12,No Game,No game
2017-04-02,4,Sunday,Apr,2,No Game,No game
2017-04-03,19,Monday,Apr,22,Won Game,Regular
2017-04-04,8,Tuesday,Apr,13,Won Game,Regular
2017-04-05,2,Wednesday,Apr,6,Won Game,Regular
2017-04-06,8,Thursday,Apr,7,Lost Game,Regular
2017-04-07,10,Friday,Apr,0,Lost Game,Regular
2017-04-08,6,Saturday,Apr,14,Lost Game,Regular
2017-04-09,4,Sunday,Apr,21,Won Game,Regular
2017-04-10,2,Monday,Apr,15,No Game,No game
2017-04-11,9,Tuesday,Apr,10,No Game,No game
2017-04-12,6,Wednesday,Apr,7,No Game,No game
2017-04-13,3,Thursday,Apr,14,No Game,No game
2017-04-14,12,Friday,Apr,8,No Game,No game
2017-04-15,17,Saturday,Apr,9,No Game,No game
2017-04-16,14,Sunday,Apr,4,No Game,No game
2017-04-17,4,Monday,Apr,9,Won Game,Regular
2017-04-18,6,Tuesday,Apr,13,Lost Game,Regular
2017-04-19,9,Wednesday,Apr,6,Won Game,Regular
2017-04-20,9,Thursday,Apr,9,Won Game,Regular
2017-04-21,4,Friday,Apr,15,No Game,No game
2017-04-22,5,Saturday,Apr,3,No Game,No game
2017-04-23,7,Sunday,Apr,20,No Game,No game
2017-04-24,5,Monday,Apr,19,No Game,No game
2017-04-25,9,Tuesday,Apr,22,No Game,No game
2017-04-26,9,Wednesday,Apr,2,No Game,No game
2017-04-27,5,Thursday,Apr,6,No Game,No game
2017-04-28,11,Friday,Apr,15,Won Game,Regular
2017-04-29,5,Saturday,Apr,5,Lost Game,Regular
2017-04-30,8,Sunday,Apr,2,Won Game,Regular
2017-05-01,9,Monday,May,12,Won Game,Regular
2017-05-02,5,Tuesday,May,4,Won Game,Regular
2017-05-03,6,Wednesday,May,9,Won Game,Regular
2017-05-04,13,Thursday,May,10,Lost Game,Regular
2017-05-05,5,Friday,May,2,No Game,No game
2017-05-06,8,Saturday,May,0,No Game,No game
2017-05-07,14,Sunday,May,23,No Game,No game
2017-05-08,13,Monday,May,12,No Game,No game
2017-05-09,6,Tuesday,May,15,Won Game,Regular
2017-05-10,4,Wednesday,May,7,Won Game,Regular
2017-05-11,14,Thursday,May,21,No Game,No game
2017-05-12,7,Friday,May,17,No Game,No game
2017-05-13,7,Saturday,May,2,No Game,No game
2017-05-14,6,Sunday,May,13,No Game,No game
2017-05-15,16,Monday,May,9,No Game,No game
2017-05-16,10,Tuesday,May,12,No Game,No game
2017-05-17,12,Wednesday,May,15,No Game,No game
2017-05-18,8,Thursday,May,11,No Game,No game
2017-05-19,4,Friday,May,5,Lost Game,Regular
2017-05-20,6,Saturday,May,21,Lost Game,Regular
2017-05-21,13,Sunday,May,17,Lost Game,Regular
2017-05-22,10,Monday,May,17,Won Game,Regular
2017-05-23,12,Tuesday,May,17,Won Game,Regular
2017-05-24,16,Wednesday,May,9,Lost Game,Regular
2017-05-25,10,Thursday,May,7,Won Game,Regular
2017-05-26,11,Friday,May,14,Won Game,Regular
2017-05-27,9,Saturday,May,14,Won Game,Regular
2017-05-28,15,Sunday,May,2,Won Game,Regular
2017-05-29,2,Monday,May,11,No Game,No game
2017-05-30,4,Tuesday,May,13,No Game,No game
2017-05-31,13,Wednesday,May,16,No Game,No game
2017-06-01,9,Thursday,Jun,22,No Game,No game
2017-06-02,4,Friday,Jun,8,No Game,No game
2017-06-03,23,Saturday,Jun,10,No Game,No game
2017-06-04,10,Sunday,Jun,9,No Game,No game
2017-06-05,11,Monday,Jun,10,No Game,No game
2017-06-06,7,Tuesday,Jun,8,No Game,No game
2017-06-07,8,Wednesday,Jun,1,No Game,No game
2017-06-08,12,Thursday,Jun,18,No Game,No game
2017-06-09,12,Friday,Jun,10,Lost Game,Regular
2017-06-10,16,Saturday,Jun,9,Won Game,Regular
2017-06-11,6,Sunday,Jun,2,Lost Game,Regular
2017-06-12,17,Monday,Jun,12,Lost Game,Regular
2017-06-13,4,Tuesday,Jun,15,Lost Game,Regular
2017-06-14,10,Wednesday,Jun,6,Won Game,Regular
2017-06-15,10,Thursday,Jun,14,No Game,No game
2017-06-16,8,Friday,Jun,17,Lost Game,Regular
2017-06-17,5,Saturday,Jun,2,Won Game,Regular
2017-06-18,5,Sunday,Jun,23,Lost Game,Regular
2017-06-19,7,Monday,Jun,11,No Game,No game
2017-06-20,12,Tuesday,Jun,7,No Game,No game
2017-06-21,5,Wednesday,Jun,6,No Game,No game
2017-06-22,7,Thursday,Jun,10,No Game,No game
2017-06-23,16,Friday,Jun,2,No Game,No game
2017-06-24,4,Saturday,Jun,8,No Game,No game
2017-06-25,8,Sunday,Jun,0,No Game,No game
2017-06-26,5,Monday,Jun,8,No Game,No game
2017-06-27,7,Tuesday,Jun,9,Lost Game,Regular
2017-06-28,5,Wednesday,Jun,15,Won Game,Regular
2017-06-29,5,Thursday,Jun,3,Won Game,Regular
2017-06-30,11,Friday,Jun,9,Lost Game,Regular
2017-07-01,5,Saturday,Jul,0,Won Game,Regular
2017-07-02,3,Sunday,Jul,1,Won Game,Regular
2017-07-03,8,Monday,Jul,6,No Game,No game
2017-07-04,6,Tuesday,Jul,22,No Game,No game
2017-07-05,4,Wednesday,Jul,1,No Game,No game
2017-07-06,7,Thursday,Jul,16,No Game,No game
2017-07-07,5,Friday,Jul,20,No Game,No game
2017-07-08,6,Saturday,Jul,0,No Game,No game
2017-07-09,16,Sunday,Jul,2,No Game,No game
2017-07-10,12,Monday,Jul,16,No Game,No game
2017-07-11,5,Tuesday,Jul,1,No Game,No game
2017-07-12,8,Wednesday,Jul,11,No Game,No game
2017-07-13,6,Thursday,Jul,2,No Game,No game
2017-07-14,5,Friday,Jul,14,Won Game,Regular
2017-07-15,8,Saturday,Jul,2,Lost Game,Regular
2017-07-16,9,Sunday,Jul,1,Won Game,Regular
2017-07-17,8,Monday,Jul,4,Lost Game,Regular
2017-07-18,4,Tuesday,Jul,9,Won Game,Regular
2017-07-19,19,Wednesday,Jul,19,Lost Game,Regular
2017-07-20,9,Thursday,Jul,2,No Game,No game
2017-07-21,9,Friday,Jul,17,No Game,No game
2017-07-22,16,Saturday,Jul,2,No Game,No game
2017-07-23,6,Sunday,Jul,3,No Game,No game
2017-07-24,9,Monday,Jul,3,No Game,No game
2017-07-25,7,Tuesday,Jul,16,No Game,No game
2017-07-26,4,Wednesday,Jul,17,No Game,No game
2017-07-27,11,Thursday,Jul,16,No Game,No game
2017-07-28,5,Friday,Jul,10,No Game,No game
2017-07-29,8,Saturday,Jul,10,No Game,No game
2017-07-30,13,Sunday,Jul,3,No Game,No game
2017-07-31,16,Monday,Jul,11,Won Game,Regular
2017-08-01,4,Tuesday,Aug,7,Lost Game,Regular
2017-08-02,6,Wednesday,Aug,1,Lost Game,Regular
2017-08-03,11,Thursday,Aug,1,Lost Game,Regular
2017-08-04,7,Friday,Aug,21,Won Game,Regular
2017-08-05,8,Saturday,Aug,18,Lost Game,Regular
2017-08-06,10,Sunday,Aug,10,Won Game,Regular
2017-08-07,5,Monday,Aug,10,No Game,No game
2017-08-08,12,Tuesday,Aug,11,No Game,No game
2017-08-09,6,Wednesday,Aug,12,No Game,No game
2017-08-10,10,Thursday,Aug,14,No Game,No game
2017-08-11,9,Friday,Aug,10,No Game,No game
2017-08-12,2,Saturday,Aug,1,No Game,No game
2017-08-13,6,Sunday,Aug,5,No Game,No game
2017-08-14,7,Monday,Aug,20,No Game,No game
2017-08-15,7,Tuesday,Aug,2,No Game,No game
2017-08-16,4,Wednesday,Aug,6,Won Game,Regular
2017-08-17,12,Thursday,Aug,1,Lost Game,Regular
2017-08-18,6,Friday,Aug,2,Won Game,Regular
2017-08-19,3,Saturday,Aug,2,Won Game,Regular
2017-08-20,4,Sunday,Aug,11,Lost Game,Regular
2017-08-21,6,Monday,Aug,7,No Game,No game
2017-08-22,7,Tuesday,Aug,14,Lost Game,Regular
2017-08-23,8,Wednesday,Aug,11,Won Game,Regular
2017-08-24,5,Thursday,Aug,8,Lost Game,Regular
2017-08-25,3,Friday,Aug,15,No Game,No game
2017-08-26,3,Saturday,Aug,2,No Game,No game
2017-08-27,2,Sunday,Aug,10,No Game,No game
