,attendance,away.alias,away.game_number,away.id,away.name,broadcast.internet,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
1,71849,ARI,1.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,WatchESPN,ESPN,206,INGEST,CAR,1.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,20048978-0f43-4755-a6de-e2d6b3b3fcd2,257.0,56491,2015-01-03T21:36:41+00:00,16,27,"[{'period_type': 'quarter', 'id': '99e83903-6323-4d0e-ba68-c612da3418d8', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b388b9e0-5065-4bb6-89e1-70809b2f03b6', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': 'e9c39c7c-e4dd-414f-9476-4c776f7363b9', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '559faba5-b36e-4d8b-8331-2a5c25e86b7f', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 2}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,"Rain Temp: 51 F, Humidity: 82%, Wind: NE 6 mph"
2,62780,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,NBC,,INGEST,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,306e5162-b2af-4fd2-b427-9c7b0be72c82,258.0,56492,2015-01-04T01:15:48+00:00,30,17,"[{'period_type': 'quarter', 'id': 'bb459e25-a011-47d7-aebe-6b0d46c3b86e', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '7c5d683b-3e1d-4241-a5fa-dff8f6443695', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 10}, {'period_type': 'quarter', 'id': '144f1b95-a606-4033-b29a-1d74f63b7c3b', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '729a4907-8c5f-4ecd-b6dd-94cc0f0ea670', 'number': 4, 'sequence': 4, 'home_points': 8, 'away_points': 10}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,"Cloudy Temp: 48 F, Humidity: 80%, Wind: From S 10 mph"
3,63385,CIN,1.0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,,CBS,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,e9941087-f448-48f0-9514-b60f321f65cf,259.0,56493,2015-01-04T18:05:32+00:00,10,26,"[{'period_type': 'quarter', 'id': '2d05dad4-4c1b-4630-a3ed-eb041f17c824', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'f3f81c65-7ec6-4b1b-b477-1c9e3f0e02fb', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 3}, {'period_type': 'quarter', 'id': 'b7abc3e4-302d-4e29-97af-5b8c07cc4c5d', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '75fbe4b8-37dc-4dc2-bbe1-9957914fd818', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}]",closed,-5,500 South Capitol Avenue,67000,Indianapolis,USA,6ed18563-53e0-46c2-a91d-12d73a16456d,Lucas Oil Stadium,retractable_dome,IN,artificial,46225,"Light Sleet Temp: 30 F, Humidity: 100 %, Wind: West 18 mph"
0,68756,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,NBC,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,1a846255-6f99-46fb-8ef9-481f0e7d5513,261.0,56495,2015-01-10T21:35:26+00:00,31,35,"[{'period_type': 'quarter', 'id': '1317b51c-2a61-4af6-8874-c822608160aa', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '56161247-256c-42be-a8b6-e05b0b462b63', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'b6f68ca0-2a5d-4e6c-bd88-3f0d0b6df323', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': '31f193c7-5bf8-4d53-b2b7-ad1588fe6a23', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 3}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Clear, windy and cold Temp: 20 F, Humidity: 30%, Wind: West 12 mph"
1,76867,IND,2.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,CBS,,INGEST,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,6d1d2061-0130-4a79-b772-4297bc0e3e92,264.0,56498,2015-01-11T21:40:17+00:00,24,13,"[{'period_type': 'quarter', 'id': '7d4c3563-2258-4c39-8254-19a6990fee05', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b7d7bd19-4e50-4d7e-a42a-5b6358cdb826', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': '05072f51-e0b9-4d04-96e5-17f43fa9b909', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'a5e9e06a-5d51-42ab-9459-54aee4e1184e', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 3}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,"Cloudy Temp: 40 F, Humidity: 71%, Wind: N 7 mph"
2,79704,DAL,2.0,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas Cowboys,,FOX,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,9dbb842d-6e4f-479d-ac98-58fc431bced3,263.0,56497,2015-01-11T18:05:47+00:00,21,26,"[{'period_type': 'quarter', 'id': '1ae6828c-16ec-49db-a92c-a93f84ce99d5', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c0f1a045-ce8a-4092-8da2-0426e48a6776', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '462e49f1-3f06-470d-a3ea-aabfeacd8a9b', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 7}, {'period_type': 'quarter', 'id': '3539cfc6-b477-4ef2-8cac-f9baa57def98', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 0}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,"Cloudy Temp: 24 F, Humidity: 62%, Wind:  0 mph"
3,68524,CAR,2.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,,FOX,,INGEST,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,e659d606-7755-4fe6-a6f9-2c7da29da194,262.0,56496,2015-01-11T01:20:55+00:00,17,31,"[{'period_type': 'quarter', 'id': '76afc364-7635-45f2-ba53-2dcb5016c553', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd2476045-bbb3-4ddc-bb57-73b25bb77691', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 10}, {'period_type': 'quarter', 'id': '233aff1c-92e1-492a-bd4c-cc4680966b12', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'a1e33173-9282-428b-b00a-9beebd5ae820', 'number': 4, 'sequence': 4, 'home_points': 17, 'away_points': 7}]",closed,-8,800 Occidental Avenue South,67000,Seattle,USA,c6b9e5df-c9e4-434c-b3e6-83928f11cbda,CenturyLink Field,outdoor,WA,artificial,98134,"Cloudy Temp: 48 F, Humidity: 89%, Wind:  0 mph"
0,68538,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,FOX,,INGEST,SEA,2.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,07d2e969-3d43-49da-830b-295084e7be25,265.0,56499,2015-01-18T20:05:36+00:00,22,28,"[{'period_type': 'quarter', 'id': 'aac0fd8d-9d0a-4cb2-92d8-dfed235bc106', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '7e5db6be-e0d7-4020-a9dc-8885e4256caf', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '2fafc67b-50ef-4ddc-8586-790b07cd745c', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'bbcbe48e-bbfb-4139-b397-14ac3a73d3de', 'number': 4, 'sequence': 4, 'home_points': 15, 'away_points': 6}, {'period_type': 'overtime', 'id': '6188aa56-baeb-4065-b62b-a73140e6a557', 'number': 1, 'sequence': 5, 'home_points': 6, 'away_points': 0}]",closed,-8,800 Occidental Avenue South,67000,Seattle,USA,c6b9e5df-c9e4-434c-b3e6-83928f11cbda,CenturyLink Field,outdoor,WA,artificial,98134,"Rain Temp: 52 F, Humidity: 70%, Wind: SSW 15 mph"
1,68756,IND,3.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,CBS,,INGEST,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,cbe05cd0-21ae-4740-92e0-8550039a7f16,266.0,56500,2015-01-18T23:50:54+00:00,7,45,"[{'period_type': 'quarter', 'id': '24d9f1fa-7431-4613-9463-2dde16993f74', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': 'c8c7d2d0-995d-439c-969f-da0b91dbc465', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'fa6db3c1-893b-47cf-9a3d-4f7839797fb4', 'number': 3, 'sequence': 3, 'home_points': 21, 'away_points': 0}, {'period_type': 'quarter', 'id': '3b5e7b43-7ccc-40e6-a48b-82300fdefdaa', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Cloudy with rain likely Temp: 51 F, Humidity: 71%, Wind: SSE 15 with gusts to 25 mph"
0,70288,NE,3.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,,NBC,,INGEST,SEA,3.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,b7aeb58f-7987-4202-bc41-3ad9a5b83fa4,267.0,56502,2015-02-01T23:30:53+00:00,28,24,"[{'period_type': 'quarter', 'id': 'cc3a9d7b-b6b4-47a1-ae2d-e4e2a8292dcd', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': 'e6bc55fa-224d-4e5a-bff5-7c881595b6b3', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 14}, {'period_type': 'quarter', 'id': '03594e3d-931b-4730-a500-753ea0196c0f', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': '0636fe2e-97c2-46b9-a492-4deba118ca06', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 14}]",closed,-7,One Cardinals Drive,63400,Glendale,USA,f8e4d2ab-53f9-4e9f-8c4a-9bc278094a84,University of Phoenix Stadium,retractable_dome,AZ,turf,85305,"Sunny Temp: 66 F, Humidity: 49%, Wind: South 6 mph"
0,52090,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,NBC,,INGEST,MIN,1.0,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,3732ac85-8068-4ee9-a196-1836dd66fe40,259.0,56826,2016-01-10T18:06:07+00:00,10,9,"[{'period_type': 'quarter', 'id': '6f787e30-fc54-4c6a-8628-d83e81c44b69', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'f0f18d0c-e2ec-4c8b-8ea4-3bf0f79d1566', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '70c2e013-75dc-49e7-8789-bd1d8527a11b', 'number': 3, 'sequence': 3, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd5801582-289b-4ca5-97bb-7aa144a74ef3', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-6,420 SE 23rd Avenue,52000,Minneapolis,USA,9a24227a-4b50-4f8b-b753-9f047e1b77a6,TCF Bank Stadium,outdoor,MN,artificial,55414,"Clear Temp: -6 F, Wind: West 12 mph"
1,63257,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,,CBS,,INGEST,CIN,1.0,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati Bengals,56f7b3b7-f4de-475e-999c-5820b48106c1,258.0,56825,2016-01-10T01:15:00+00:00,18,16,"[{'period_type': 'quarter', 'id': 'e4493c4a-38f1-4024-922c-50fc8edc3ad3', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '3d5df1f9-c1b9-4b53-8253-21deeaebc6c7', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '56afe9c4-1854-48e5-97a4-851c89573703', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 9}, {'period_type': 'quarter', 'id': 'a1d17544-e1af-4ac2-8f15-2c690a9ba4a5', 'number': 4, 'sequence': 4, 'home_points': 16, 'away_points': 3}]",closed,-5,One Paul Brown Stadium,65535,Cincinnati,USA,b87a1595-d3c8-48ea-8a53-0aab6378a64a,Paul Brown Stadium,outdoor,OH,artificial,45202,"Light Drizzle Temp: 51 F, Humidity: 82%, Wind: SE 5 mph"
2,71800,KC,1.0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,WatchESPN,ABC/ESPN,,INGEST,HOU,1.0,82d2d380-3834-4938-835f-aec541e5ece7,Houston Texans,b999cd2f-1463-45ff-a089-3ee074af80e2,257.0,56824,2016-01-09T21:35:00+00:00,30,0,"[{'period_type': 'quarter', 'id': 'fc091df9-9c42-48e5-971b-4df3100172b7', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '7b511d43-ebf3-4a1c-bda1-c3c60bf0ab3f', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': 'd18ef372-a9df-4ffc-bf8d-0f6efe3431f0', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '20ea7539-6acc-4d14-b8a7-1f5be72dc6ce', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-6,One Reliant Park,71054,Houston,USA,6a72e5ca-33d0-40af-8e6b-b32a4d3d9346,NRG Stadium,retractable_dome,TX,artificial,77054,"Sunny Temp: 54 F, Humidity: 56%, Wind: WNW 18 mph"
3,81367,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,FOX,,INGEST,WAS,1.0,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington Redskins,c9b0c978-2b2a-417d-b211-aeb941c064e8,260.0,56827,2016-01-10T21:40:00+00:00,35,18,"[{'period_type': 'quarter', 'id': 'aedfa3be-170b-4d8a-8f5a-ebd28a365ba9', 'number': 1, 'sequence': 1, 'home_points': 5, 'away_points': 0}, {'period_type': 'quarter', 'id': '88c9e1cd-9e8a-4707-8d0d-c18d15781146', 'number': 2, 'sequence': 2, 'home_points': 6, 'away_points': 17}, {'period_type': 'quarter', 'id': 'b754b921-5bf8-4fd4-ae57-2d0796c7d197', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '74789c45-8451-4bd0-b871-105c8c19863b', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 11}]",closed,-5,1600 FedEx Way,83000,Landover,USA,7c11bb2d-4a53-4842-b842-0f1c63ed78e9,FedExField,outdoor,MD,turf,20785,"Cloudy Temp: 61 F, Humidity: 47%, Wind: SW 14 mph"
0,66829,KC,2.0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City Chiefs,,CBS,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,28ae702e-a6aa-48a7-aea7-f995d00668bd,261.0,56828,2016-01-16T21:35:00+00:00,20,27,"[{'period_type': 'quarter', 'id': '563a50cc-0a15-458b-9573-23bf10512ed0', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'cd205cc7-c900-48d9-8679-ad1c71c986cb', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': '39567409-d63d-4602-b186-cf066bcb6aa4', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '76bc86fd-146e-4dae-ad34-5ea3fcc46fbb', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 7}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,"Partly Cloudy Temp: 38 F, Humidity: 86%, Wind: WNW 6 mph"
1,74287,SEA,2.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,FOX,,INGEST,CAR,1.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,414982a2-7457-46cc-88fc-680df847274e,263.0,56830,2016-01-17T18:05:00+00:00,24,31,"[{'period_type': 'quarter', 'id': '4cb7efd9-eca1-4f45-b723-0b1adbee7475', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '7b8b4332-843e-4796-97b0-e62fbcb34c6a', 'number': 2, 'sequence': 2, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': 'fce8bb8c-c6a6-454a-a845-9e572d8f2d0f', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': 'c032bd0a-4c57-409c-b53b-a9ab140fc324', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,"Partly Cloudy Temp: 43 F, Humidity: 65%, Wind: NNE 7 mph"
2,65089,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,,NBC,,INGEST,ARI,1.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,8d3efa3b-0139-4af6-9b6c-fa8e20f570f9,262.0,56829,2016-01-17T01:15:00+00:00,20,26,"[{'period_type': 'quarter', 'id': 'aef3abf5-8d87-4a26-8279-d2b5032dcbe2', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'ad3effd2-4653-4738-8f8c-b886c25291a4', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': 'a6c64976-8e08-4218-b5f0-0a027772ba71', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'ed91c67e-613a-4575-9be6-c82e3d63e62b', 'number': 4, 'sequence': 4, 'home_points': 10, 'away_points': 7}, {'period_type': 'overtime', 'id': '620e2694-40b6-478e-a717-475f91e476d5', 'number': 1, 'sequence': 5, 'home_points': 6, 'away_points': 0}]",closed,-7,One Cardinals Drive,63400,Glendale,USA,f8e4d2ab-53f9-4e9f-8c4a-9bc278094a84,University of Phoenix Stadium,retractable_dome,AZ,turf,85305,"Temp:  F, Wind:   mph"
3,76956,PIT,2.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,,CBS,,INGEST,DEN,1.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,fc427f02-e5e3-4869-beeb-32f1cd0703e2,264.0,56831,2016-01-17T21:40:00+00:00,16,23,"[{'period_type': 'quarter', 'id': '10daf645-bf24-4af3-aae4-bc5520bd971e', 'number': 1, 'sequence': 1, 'home_points': 6, 'away_points': 7}, {'period_type': 'quarter', 'id': '30a6f4eb-3391-445f-9ed7-c5c78815eade', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '52b3f1fc-fbfe-4c62-a693-4c22b0c9e879', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '885fe488-3180-45e6-a575-62fd13463864', 'number': 4, 'sequence': 4, 'home_points': 11, 'away_points': 3}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,"Sunny, Gusts to 16 mph. Temp: 43 F, Humidity: 36%, Wind: NW 9 mph"
0,77112,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,,CBS,,INGEST,DEN,2.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,17aa0057-0f42-4ad5-99d2-6e2a532073ca,265.0,56832,2016-01-24T20:05:00+00:00,18,20,"[{'period_type': 'quarter', 'id': '97a2f685-9828-49b9-bd0c-27eadf629264', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 6}, {'period_type': 'quarter', 'id': 'a2159caa-28cf-4ecf-952b-f631c3468380', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': 'cac29e18-0623-4ebf-94f2-8668bfa9eb24', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '5df66aad-bdff-44c0-9ae8-92d4ed25c0be', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 6}]",closed,-7,1701 Mile High Stadium Circle,76125,Denver,USA,6589e61d-ef1e-4e30-91b5-9acd2072b8a0,Sports Authority Field at Mile High,outdoor,CO,turf,80204,"Mostly Sunny  - Gusts to 12 mph Temp: 46 F, Humidity: 36%, Wind: N 6 mph"
1,74294,ARI,2.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,,FOX,,INGEST,CAR,2.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,ed927a9f-af06-4ddf-a012-ad5a8fb74111,266.0,56833,2016-01-24T23:40:00+00:00,15,49,"[{'period_type': 'quarter', 'id': '8c98ade2-b9a3-486c-8369-b2ee32008714', 'number': 1, 'sequence': 1, 'home_points': 17, 'away_points': 0}, {'period_type': 'quarter', 'id': '1897dc18-271f-4f55-903c-cff7f200f49b', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '498c7404-707d-4800-8c7f-7961fb81e605', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'c74935ad-df75-4989-8ea1-08b450bdeb6f', 'number': 4, 'sequence': 4, 'home_points': 15, 'away_points': 8}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,"Clear Temp: 39 F, Humidity: 39%, Wind: SW 4 mph"
0,71088,CAR,3.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,,CBS,,INGEST,DEN,3.0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver Broncos,de15d845-372d-4f51-8daf-520f0fab657b,267.0,56834,2016-02-07T23:30:00+00:00,10,24,"[{'period_type': 'quarter', 'id': 'de3ef175-be12-4343-9a32-c73987088037', 'number': 1, 'sequence': 1, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'f78f66a8-feab-41e3-8ac3-943d8845b5d0', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '038ef45e-7d32-4413-aa53-d2a7e618b761', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'df5341c5-b610-4f55-8e36-62de488648ff', 'number': 4, 'sequence': 4, 'home_points': 8, 'away_points': 3}]",closed,-8,4900 Marie P DeBartolo Way,68500,Santa Clara,USA,24c71dbf-6469-46f1-8165-22005c295c8f,Levi's Stadium,outdoor,CA,turf,95054,"Sunny Temp: 76 F, Humidity: 23%, Wind: Northwest 16 mph"
0,49616,IRV,,b1e7d754-4ff5-4243-9cfe-62c9e93a072c,Team Irvin,,,,INGEST,RIC,,7d954e5d-33e2-4b2e-97a7-4eb350e008c2,Team Rice,f6ed7fed-eed8-4c69-8d14-7e5a04c55ac6,268.0,56835,2016-02-01T00:00:00+00:00,49,27,"[{'period_type': 'quarter', 'id': '691253ec-46b8-4bad-aab5-e98f1506fea3', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '571bd932-9cc4-4b82-b816-662fe76970bd', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '71266c3f-488e-4dee-8097-c4c9e4a5311a', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': '323794a7-103c-4bee-a3ba-2f6c17cc55c1', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 7}]",closed,-10,99-500 Salt Lake Boulevard,50000,Honolulu,USA,aace84ad-c525-44af-b55a-48ea36adadb7,Aloha Stadium,outdoor,HI,artificial,96818,"Sunny Temp: 83 F, Humidity: 47%, Wind: E 12 mph"
