,attendance,away.alias,away.game_number,away.id,away.name,broadcast.internet,broadcast.network,broadcast.satellite,entry_mode,home.alias,home.game_number,home.id,home.name,id,number,reference,scheduled,scoring.away_points,scoring.home_points,scoring.periods,status,utc_offset,venue.address,venue.capacity,venue.city,venue.country,venue.id,venue.name,venue.roof_type,venue.state,venue.surface,venue.zip,weather
3,71162,IND,2.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,fcd16fc9-32ff-4a86-9ea7-0a01f2e7ffc2,,,2007-01-13T21:36:07+00:00,15,6,"[{'period_type': 'quarter', 'id': '2ffbdbc0-66f3-4e19-9b20-3f217277f219', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': 'b9d16233-a162-4873-9628-73fc4c595f3b', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '9b4a72ca-2c56-4d36-bffc-ba016dba3665', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '072c0f15-ed3a-4486-95e2-c0b062cfca41', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 3}]",closed,-5,1101 Russell Street,71008,Baltimore,USA,d54faae0-0314-484f-8604-9d8dd08e1149,M&T Bank Stadium,outdoor,MD,turf,21230,
0,57433,NE,3.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,,,,INGEST,IND,3.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,42500409-e574-4303-9ed7-411229d6e0e8,,,2007-01-21T23:44:04+00:00,34,38,"[{'period_type': 'quarter', 'id': 'bc283269-e083-4389-948a-a14456aa5f73', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '884c7081-dc10-48b0-b364-4664244b9887', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 14}, {'period_type': 'quarter', 'id': 'a53e4ee7-d1bd-4c68-9940-c3ab8e3b9449', 'number': 3, 'sequence': 3, 'home_points': 15, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c1ae401e-32a9-4e81-bea7-585974f6414a', 'number': 4, 'sequence': 4, 'home_points': 17, 'away_points': 6}]",closed,-5,100 South Capitol Avenue,55531,Indianapolis,,8cb20830-5bb3-4bf2-aacb-492a0d90df10,RCA Dome,dome,IN,artificial,46225,
1,61817,NO,2.0,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans Saints,,,,INGEST,CHI,2.0,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago Bears,cbc8be1e-8873-4db4-99b3-9d05d3e47646,,,2007-01-21T20:06:20+00:00,14,39,"[{'period_type': 'quarter', 'id': '53eb0eb6-d185-4702-a268-21024f0e34f4', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd3793990-89ca-421e-9080-108eaf2f420e', 'number': 2, 'sequence': 2, 'home_points': 13, 'away_points': 7}, {'period_type': 'quarter', 'id': 'fa95ef8b-c3d3-4b40-acc3-5f33493da729', 'number': 3, 'sequence': 3, 'home_points': 2, 'away_points': 7}, {'period_type': 'quarter', 'id': '4ed2ed3d-349a-4194-b706-0c1f967ebec6', 'number': 4, 'sequence': 4, 'home_points': 21, 'away_points': 0}]",closed,-6,1410 South Museum Campus Drive,61500,Chicago,USA,d7866605-5ac6-4b3a-90e8-760cc5a26b75,Soldier Field,outdoor,IL,turf,60605,
0,74512,IND,4.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,CHI,3.0,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago Bears,e8ecf304-13cb-467e-a6a9-91da084999ac,,,2007-02-04T23:27:17+00:00,29,17,"[{'period_type': 'quarter', 'id': '8ab4f882-3152-443f-a233-2a8285d7f84d', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 6}, {'period_type': 'quarter', 'id': 'aea19f85-d406-40fe-ab25-5523756cd387', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '48f728e2-7cf9-4576-9e35-f86a0f125323', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 6}, {'period_type': 'quarter', 'id': 'e44b4e8d-f5e4-4c35-931b-7bf0c3602ae5', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-5,2269 Northwest 199th Street,76100,Miami Gardens,USA,50a5c833-1570-4c38-abc7-7914cf87dbde,Hard Rock Stadium,outdoor,FL,turf,33056,
0,65621,NYG,1.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,TB,1.0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay Buccaneers,03bc526d-ca87-4a15-af3a-1659054442a2,,,2008-01-06T18:03:50+00:00,24,14,"[{'period_type': 'quarter', 'id': '317062d0-cc4b-406a-9588-cdb710aaec90', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '89dcda0f-0c85-4276-96f3-d062fa18c86d', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '5f7205f9-6262-4816-b9f4-b186a8021e0b', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'f444522a-2bd2-4fb1-b399-bd31b4560019', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-5,4201 North Dale Mabry Highway,65890,Tampa,USA,6fccc39c-80bc-4c81-83d9-2d5a848c8c09,Raymond James Stadium,outdoor,FL,turf,33607,
1,65640,TEN,1.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,,,,INGEST,SD,1.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,11151c8c-594e-4c18-8dca-74623989ff74,,,2008-01-06T21:34:09+00:00,6,17,"[{'period_type': 'quarter', 'id': '3efae745-b1b4-4e26-9ef6-31ad58fde7c3', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '3c8b46d4-91d0-4d0d-9da0-35d6a2999992', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'f103f858-a40c-47cd-97f9-70c3469a5bff', 'number': 3, 'sequence': 3, 'home_points': 10, 'away_points': 0}, {'period_type': 'quarter', 'id': 'a5692464-7be4-4df1-b59e-0b3b202255dd', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-8,9449 Friars Road,70561,San Diego,USA,7ca47702-8951-45be-a4f5-3e7d78f8f399,Qualcomm Stadium,outdoor,CA,turf,92108,
2,68297,WAS,1.0,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington Redskins,,,,INGEST,SEA,1.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,9a4bf873-1a80-49d2-87b0-fba1399e0c32,,,2008-01-05T21:35:18+00:00,14,35,"[{'period_type': 'quarter', 'id': '35f93f56-318f-4bf2-92cc-4a875d89f62c', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': '0d933581-cf06-41cf-99a6-1fa252f768ce', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd2b715fe-dc4c-4f47-a433-2ef3bd140fdd', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '880a315b-d248-4aae-a723-da8fa99b62cd', 'number': 4, 'sequence': 4, 'home_points': 22, 'away_points': 14}]",closed,-8,800 Occidental Avenue South,67000,Seattle,USA,c6b9e5df-c9e4-434c-b3e6-83928f11cbda,CenturyLink Field,outdoor,WA,artificial,98134,
3,63629,JAC,1.0,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jacksonville Jaguars,,,,INGEST,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,f6e9a454-3746-45a7-ae7a-7bb1ec3057f5,,,2008-01-06T01:14:07+00:00,31,29,"[{'period_type': 'quarter', 'id': 'a476f0a0-eb46-443a-bca9-7201082bd691', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '18b85533-a815-47bc-bf86-551396207a62', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 14}, {'period_type': 'quarter', 'id': '77409588-8366-4110-8e61-b9b3fd0ed54a', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'f20b74d1-6c58-49ae-8a0f-963e39b72578', 'number': 4, 'sequence': 4, 'home_points': 19, 'away_points': 3}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
0,72168,SEA,2.0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle Seahawks,,,,INGEST,GB,1.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,aa49bee7-d466-44bc-9aae-f0e90ebe4253,,,2008-01-12T21:34:35+00:00,20,42,"[{'period_type': 'quarter', 'id': 'ddc0da7a-5037-45e8-b720-871fd1f2ae9a', 'number': 1, 'sequence': 1, 'home_points': 14, 'away_points': 14}, {'period_type': 'quarter', 'id': 'e1aa9c6f-a3dd-44a9-9b1a-899446f3a7d4', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 3}, {'period_type': 'quarter', 'id': 'e277f0ff-bcf6-4819-a6e2-48269c237e86', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'f90087ad-1e3b-4fbf-a736-1ad38d817e22', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,
1,63660,NYG,2.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,DAL,1.0,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas Cowboys,dc7d12d7-0886-4042-9714-567335d0cba3,,,2008-01-13T21:46:53+00:00,21,17,"[{'period_type': 'quarter', 'id': 'd3f67807-e976-41b5-81c2-bc42f28b9528', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '3e19dd80-0ee3-4e99-b8e2-f9f09ca1a337', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 7}, {'period_type': 'quarter', 'id': 'c384ba4b-6148-4649-84ef-66c20d0581f4', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': 'c89d1a8f-f976-463a-9f31-2c68462b7169', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 7}]",closed,-6,2401 East Airport Freeway,65675,Irving,,58a73652-bc9b-45d9-938c-7736c3c5d280,Texas Stadium,outdoor,TX,artificial,75061,
2,68756,JAC,2.0,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jacksonville Jaguars,,,,INGEST,NE,1.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,e1fdb895-b103-4a07-9cba-d96caca9ad31,,,2008-01-13T01:16:13+00:00,20,31,"[{'period_type': 'quarter', 'id': '8a49f438-3514-43f2-938e-695ab605c196', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'cee2ee6c-032f-4056-a6f3-054f332ba9e6', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '2c4dfaec-d443-48cb-b5ad-747cb544d864', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 3}, {'period_type': 'quarter', 'id': 'e89c6293-8495-47a3-b504-0b8ff92d982c', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 3}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
3,56950,SD,2.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,,,,INGEST,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,f1ab3846-fd3b-4d25-a469-c534448ee54e,,,2008-01-13T18:05:47+00:00,28,24,"[{'period_type': 'quarter', 'id': '72f89401-3493-4719-b57e-7a220603a9ce', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'bf3ae240-2152-45ac-ba2d-6154c71296f2', 'number': 2, 'sequence': 2, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': 'def7ff8b-0798-4553-b677-90d828b6a950', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'b5f4ebb2-e511-417e-bc50-563baecbea93', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-5,100 South Capitol Avenue,55531,Indianapolis,,8cb20830-5bb3-4bf2-aacb-492a0d90df10,RCA Dome,dome,IN,artificial,46225,
0,68756,SD,3.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,,,,INGEST,NE,2.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,2f8bcfee-aa2f-44a1-996c-18620fd472ed,,,2008-01-20T20:05:17+00:00,12,21,"[{'period_type': 'quarter', 'id': '7f7dc2c5-681b-4349-9a03-2b6253a88dfc', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'e0eb76f1-8585-4257-91c5-962d69acbe67', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 6}, {'period_type': 'quarter', 'id': 'a53bea5a-358a-4f66-ab68-1c1c065e4ded', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '902ececc-88f9-4b40-8e56-d9b612504658', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 0}]",closed,-5,One Patriot Place,68756,Foxborough,USA,e43310b1-cb82-4df9-8be5-e9b39637031b,Gillette Stadium,outdoor,MA,artificial,02035,
1,72740,NYG,3.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,GB,2.0,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay Packers,34dc3d55-8950-43f4-b824-9cc9da0c37b8,,,2008-01-20T23:44:27+00:00,23,20,"[{'period_type': 'quarter', 'id': 'e5055341-e5d2-4fca-9a9e-535de25142bd', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': 'a7a9195e-5d17-4f0d-8e9c-675296a6c093', 'number': 2, 'sequence': 2, 'home_points': 10, 'away_points': 3}, {'period_type': 'quarter', 'id': '00bcb77d-de6f-4ef9-b624-dcd0795f1a2d', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'f4bb0b71-36ef-434f-a944-a23fb0eef5dc', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}, {'period_type': 'overtime', 'id': 'b9667afa-5ee2-4e76-a499-82340a877612', 'number': 1, 'sequence': 5, 'home_points': 0, 'away_points': 3}]",closed,-6,1265 Lombardi Avenue,80750,Green Bay,USA,5a60dd3a-302c-41c6-ab0f-dd335c1103c2,Lambeau Field,outdoor,WI,turf,54304,
0,71101,NYG,4.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,,,,INGEST,NE,3.0,97354895-8c77-4fd4-a860-32e62ea7382a,New England Patriots,ec232511-ed89-482a-b050-b1960acc495f,,,2008-02-03T23:30:36+00:00,17,14,"[{'period_type': 'quarter', 'id': '0319928d-59ad-490c-a173-594f0a548e2d', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '42031873-2b1e-45d1-907a-854d0db9b0d8', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b78ecc15-aca5-4a31-a841-4dfc0efecc5d', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '6bb4e542-8f09-4c24-8408-82306e935917', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 14}]",closed,-7,One Cardinals Drive,63400,Glendale,USA,f8e4d2ab-53f9-4e9f-8c4a-9bc278094a84,University of Phoenix Stadium,retractable_dome,AZ,turf,85305,
0,74240,BAL,1.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,MIA,1.0,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami Dolphins,019d16c0-486b-4719-84f3-4fc10974b03d,,,2009-01-04T18:03:52+00:00,27,9,"[{'period_type': 'quarter', 'id': 'b9368065-60eb-452c-ac10-941c3a68d01b', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': 'a9033194-609d-4c82-ac0c-df36a9ce826e', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 10}, {'period_type': 'quarter', 'id': '716cb3e7-e1cb-4a70-a04d-3ca0f6974268', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '2daa1f42-f75f-4000-b67c-8bfa5017d0f4', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 7}]",closed,-5,2269 Northwest 199th Street,76100,Miami Gardens,USA,50a5c833-1570-4c38-abc7-7914cf87dbde,Hard Rock Stadium,outdoor,FL,turf,33056,
1,61746,PHI,1.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,,,,INGEST,MIN,1.0,33405046-04ee-4058-a950-d606f8c30852,Minnesota Vikings,1ac55f8f-63ea-41b2-8338-6b961e3190d6,,,2009-01-04T21:40:55+00:00,26,14,"[{'period_type': 'quarter', 'id': '3cc2f2f5-d0e3-4e05-8b2c-7d4f1ee84d69', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 6}, {'period_type': 'quarter', 'id': '348901bd-80ab-4c55-be0d-dc55640c27c2', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 10}, {'period_type': 'quarter', 'id': '20891db3-cb4a-4c55-9839-4a5a617e3b89', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '8b51727c-92e9-4898-afcf-790507dbd515', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-6,900 South 5th Street,64111,Minneapolis,USA,1fede74c-50a2-4036-a1c0-b4d1e53ca98c,Mall of America Field,dome,MN,artificial,55415,
2,68082,IND,1.0,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis Colts,,,,INGEST,SD,1.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,7414e580-a436-4a75-b8da-d9f101fa02ce,,,2009-01-04T01:09:15+00:00,17,23,"[{'period_type': 'quarter', 'id': '748fe2f0-ddbb-4d6e-9575-80a25568e6ec', 'number': 1, 'sequence': 1, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': 'e389381a-a17d-4f45-b218-ce7a02ff275c', 'number': 2, 'sequence': 2, 'home_points': 14, 'away_points': 3}, {'period_type': 'quarter', 'id': '6b1a1685-202c-4a7a-9752-8deab0d0dbd9', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 7}, {'period_type': 'quarter', 'id': '7a9812be-9755-4d56-85ed-51173c3ff99f', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 0}, {'period_type': 'overtime', 'id': 'deecb817-cf1e-4422-9856-b1bc6d4a985d', 'number': 1, 'sequence': 5, 'home_points': 6, 'away_points': 0}]",closed,-8,9449 Friars Road,70561,San Diego,USA,7ca47702-8951-45be-a4f5-3e7d78f8f399,Qualcomm Stadium,outdoor,CA,turf,92108,
3,62848,ATL,1.0,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta Falcons,,,,INGEST,ARI,1.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,86341370-466f-4029-a89e-aeb77fbfa45a,,,2009-01-03T21:36:30+00:00,24,30,"[{'period_type': 'quarter', 'id': 'ab8a5353-00d4-4d9f-bcd3-eb54b9c3f017', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'b153ebb6-c1fd-42f0-9795-6a629be8e1c0', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 17}, {'period_type': 'quarter', 'id': '7cfd1c9d-6428-44ef-b736-76411af9066a', 'number': 3, 'sequence': 3, 'home_points': 14, 'away_points': 0}, {'period_type': 'quarter', 'id': '04def962-33c2-47cd-a3f9-b6bd890c4ff2', 'number': 4, 'sequence': 4, 'home_points': 2, 'away_points': 7}]",closed,-7,One Cardinals Drive,63400,Glendale,USA,f8e4d2ab-53f9-4e9f-8c4a-9bc278094a84,University of Phoenix Stadium,retractable_dome,AZ,turf,85305,
0,79193,PHI,2.0,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia Eagles,,,,INGEST,NYG,1.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York Giants,1bd09d43-2244-4098-92fe-2ffc6545a7e8,,,2009-01-11T18:06:27+00:00,23,11,"[{'period_type': 'quarter', 'id': '1a2ee5f8-6dd7-4d64-af67-0a7800b45a32', 'number': 1, 'sequence': 1, 'home_points': 3, 'away_points': 7}, {'period_type': 'quarter', 'id': '940deca6-a85e-48c2-a4ab-2d42f02bf7fe', 'number': 2, 'sequence': 2, 'home_points': 5, 'away_points': 3}, {'period_type': 'quarter', 'id': 'c59b4c24-fd94-4398-951a-31de79f26398', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 3}, {'period_type': 'quarter', 'id': '01b91adf-485d-419f-b0f7-f5cffbf127ae', 'number': 4, 'sequence': 4, 'home_points': 0, 'away_points': 10}]",closed,-5,50 Route 120,80242,East Rutherford,,41397549-49d0-4e0f-aad3-6c82cf0214a7,Giants Stadium,outdoor,NJ,artificial,07073,
1,73695,ARI,2.0,de760528-1dc0-416a-a978-b510d20692ff,Arizona Cardinals,,,,INGEST,CAR,1.0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Carolina Panthers,2b086c85-9f34-406b-8563-5c02c8e8d636,,,2009-01-11T01:16:52+00:00,33,13,"[{'period_type': 'quarter', 'id': '4e845830-2060-4705-bd91-1ddbf63967ba', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 14}, {'period_type': 'quarter', 'id': 'b5c34b49-962c-47ee-95bf-01de3dad4293', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 13}, {'period_type': 'quarter', 'id': '0f8d8a25-3dfa-470c-af34-f7f20ff6b02c', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 3}, {'period_type': 'quarter', 'id': '3c30df7d-b348-4e8f-a97d-bb5947085688', 'number': 4, 'sequence': 4, 'home_points': 6, 'away_points': 3}]",closed,-5,800 South Mint Street,73778,Charlotte,USA,39be9ed4-3292-49ac-8699-a381de3a4969,Bank of America Stadium,outdoor,NC,turf,28202,
2,69143,BAL,2.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,TEN,1.0,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee Titans,3d0f64e2-a7f4-4747-a45a-19941939a36b,,,2009-01-10T21:33:53+00:00,13,10,"[{'period_type': 'quarter', 'id': 'bc7a9450-5367-4a80-8c7e-3e389b54889d', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'dc5ef2ea-d71a-4818-881d-9e973e4d165b', 'number': 2, 'sequence': 2, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '45929607-b644-4480-b966-b9583ce1f74a', 'number': 3, 'sequence': 3, 'home_points': 0, 'away_points': 0}, {'period_type': 'quarter', 'id': '6ea847a0-33e0-4da7-aea5-918cf031b079', 'number': 4, 'sequence': 4, 'home_points': 3, 'away_points': 6}]",closed,-6,One Titans Way,69143,Nashville,USA,5295c1b7-c85c-49cb-9569-1707c65324e5,Nissan Stadium,outdoor,TN,turf,37213,
3,63899,SD,2.0,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego Chargers,,,,INGEST,PIT,1.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,81e93835-a859-4ab8-9167-ba0cb64a1287,,,2009-01-11T21:45:44+00:00,24,35,"[{'period_type': 'quarter', 'id': '228b73fb-f7af-4c81-b8c6-e97efe3126eb', 'number': 1, 'sequence': 1, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': 'e2b20c3f-51d5-4320-8bdb-0996f157d966', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 3}, {'period_type': 'quarter', 'id': 'ae63b928-8053-4e5c-bf4b-0c2da483e97c', 'number': 3, 'sequence': 3, 'home_points': 7, 'away_points': 0}, {'period_type': 'quarter', 'id': 'd28e9aae-2783-4df7-ab2e-12376be32765', 'number': 4, 'sequence': 4, 'home_points': 14, 'away_points': 14}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
0,65350,BAL,3.0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore Ravens,,,,INGEST,PIT,2.0,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh Steelers,09ae5367-6aec-4933-863e-d47ca98cb24c,,,2009-01-18T23:43:38+00:00,14,23,"[{'period_type': 'quarter', 'id': 'caeaaef4-8431-47af-8622-567b0dd7a851', 'number': 1, 'sequence': 1, 'home_points': 6, 'away_points': 0}, {'period_type': 'quarter', 'id': '05acba56-1f99-4cbd-9942-952cd7d12e6e', 'number': 2, 'sequence': 2, 'home_points': 7, 'away_points': 7}, {'period_type': 'quarter', 'id': '07b2bd98-4c6f-4560-9e7f-c9b872b38f9f', 'number': 3, 'sequence': 3, 'home_points': 3, 'away_points': 0}, {'period_type': 'quarter', 'id': '262e44b4-c736-481e-bcf7-013561f74db2', 'number': 4, 'sequence': 4, 'home_points': 7, 'away_points': 7}]",closed,-5,100 Art Rooney Avenue,65050,Pittsburgh,USA,7349a2e6-0ac9-410b-8bd2-ca58c9f7aa34,Heinz Field,outdoor,PA,turf,15212,
