Date,Season,home,hgoal,visitor,vgoal,winner
2014-07-30,2014,DC United,3,Toronto FC,0,DC United
2014-07-30,2014,New England Revolution,3,Colorado Rapids,0,New England Revolution
2014-07-30,2014,Chicago Fire,0,Vancouver Whitecaps,0,Vancouver Whitecaps
2014-07-30,2014,Real Salt Lake,1,New York Red Bulls,1,New York Red Bulls
2014-08-01,2014,Sporting Kansas City,1,Philadelphia Union,1,Philadelphia Union
2014-08-02,2014,LA Galaxy,3,Portland Timbers,1,LA Galaxy
2014-08-02,2014,Montreal Impact,0,Toronto FC,2,Toronto FC
2014-08-02,2014,New York Red Bulls,2,New England Revolution,1,New York Red Bulls
2014-08-02,2014,Chicago Fire,1,Columbus Crew,1,Columbus Crew
2014-08-02,2014,Colorado Rapids,0,Real Salt Lake,1,Real Salt Lake
2014-08-03,2014,San Jose Earthquakes,1,Seattle Sounders,0,San Jose Earthquakes
2014-08-03,2014,Houston Dynamo,1,DC United,0,Houston Dynamo
2014-08-04,2014,CD Chivas USA,0,FC Dallas,1,FC Dallas
2014-08-09,2014,LA Galaxy,2,San Jose Earthquakes,2,San Jose Earthquakes
2014-08-09,2014,Philadelphia Union,2,Montreal Impact,1,Philadelphia Union
2014-08-09,2014,Columbus Crew,2,Toronto FC,3,Toronto FC
2014-08-09,2014,FC Dallas,3,Colorado Rapids,1,FC Dallas
2014-08-10,2014,Real Salt Lake,3,DC United,0,Real Salt Lake
2014-08-10,2014,Portland Timbers,2,CD Chivas USA,0,Portland Timbers
2014-08-10,2014,Chicago Fire,1,New York Red Bulls,0,Chicago Fire
2014-08-10,2014,Vancouver Whitecaps,2,Sporting Kansas City,0,Vancouver Whitecaps
2014-08-11,2014,Seattle Sounders,2,Houston Dynamo,0,Seattle Sounders
2014-08-15,2014,Houston Dynamo,2,Philadelphia Union,0,Houston Dynamo
2014-08-16,2014,Real Salt Lake,2,Seattle Sounders,1,Real Salt Lake
2014-08-16,2014,Montreal Impact,1,Chicago Fire,0,Montreal Impact
2014-08-16,2014,Columbus Crew,4,LA Galaxy,1,Columbus Crew
2014-08-16,2014,New England Revolution,1,Portland Timbers,1,Portland Timbers
2014-08-16,2014,Sporting Kansas City,4,Toronto FC,1,Sporting Kansas City
2014-08-17,2014,CD Chivas USA,0,Vancouver Whitecaps,0,Vancouver Whitecaps
2014-08-17,2014,San Jose Earthquakes,0,FC Dallas,5,FC Dallas
2014-08-17,2014,DC United,4,Colorado Rapids,2,DC United
2014-08-20,2014,Colorado Rapids,3,LA Galaxy,4,LA Galaxy
2014-08-21,2014,Seattle Sounders,1,San Jose Earthquakes,1,San Jose Earthquakes
2014-08-22,2014,FC Dallas,2,Real Salt Lake,1,FC Dallas
2014-08-23,2014,Toronto FC,2,Chicago Fire,2,Chicago Fire
2014-08-23,2014,New York Red Bulls,4,Montreal Impact,2,New York Red Bulls
2014-08-23,2014,New England Revolution,1,CD Chivas USA,0,New England Revolution
2014-08-23,2014,Columbus Crew,3,Houston Dynamo,0,Columbus Crew
2014-08-23,2014,Sporting Kansas City,0,DC United,3,DC United
2014-08-24,2014,LA Galaxy,2,Vancouver Whitecaps,0,LA Galaxy
2014-08-24,2014,Portland Timbers,2,Seattle Sounders,4,Seattle Sounders
2014-08-24,2014,Philadelphia Union,4,San Jose Earthquakes,2,Philadelphia Union
2014-08-28,2014,LA Galaxy,4,DC United,1,LA Galaxy
2014-08-29,2014,Sporting Kansas City,1,Houston Dynamo,3,Houston Dynamo
2014-08-30,2014,Seattle Sounders,1,Colorado Rapids,0,Seattle Sounders
2014-08-30,2014,Toronto FC,0,New England Revolution,3,New England Revolution
2014-08-30,2014,Montreal Impact,2,Columbus Crew,0,Montreal Impact
2014-08-30,2014,Chicago Fire,1,FC Dallas,0,Chicago Fire
2014-08-31,2014,Vancouver Whitecaps,0,Portland Timbers,3,Portland Timbers
2014-08-31,2014,San Jose Earthquakes,1,Real Salt Lake,1,Real Salt Lake
2014-08-31,2014,DC United,2,New York Red Bulls,0,DC United
2014-08-31,2014,CD Chivas USA,0,LA Galaxy,3,LA Galaxy
2014-09-03,2014,Philadelphia Union,1,Toronto FC,0,Philadelphia Union
2014-09-03,2014,New England Revolution,3,Sporting Kansas City,1,New England Revolution
2014-09-04,2014,CD Chivas USA,2,Seattle Sounders,4,Seattle Sounders
2014-09-06,2014,LA Galaxy,6,Colorado Rapids,0,LA Galaxy
2014-09-06,2014,Toronto FC,0,Philadelphia Union,2,Philadelphia Union
2014-09-06,2014,New York Red Bulls,2,Sporting Kansas City,1,New York Red Bulls
2014-09-06,2014,Houston Dynamo,3,Montreal Impact,2,Houston Dynamo
2014-09-07,2014,Real Salt Lake,2,FC Dallas,1,Real Salt Lake
2014-09-07,2014,Vancouver Whitecaps,0,DC United,0,DC United
2014-09-07,2014,Columbus Crew,3,CD Chivas USA,0,Columbus Crew
2014-09-07,2014,Portland Timbers,3,San Jose Earthquakes,3,San Jose Earthquakes
2014-09-07,2014,New England Revolution,2,Chicago Fire,1,New England Revolution
2014-09-10,2014,Montreal Impact,2,LA Galaxy,2,LA Galaxy
2014-09-10,2014,New York Red Bulls,1,DC United,0,New York Red Bulls
2014-09-11,2014,Vancouver Whitecaps,2,San Jose Earthquakes,0,Vancouver Whitecaps
2014-09-13,2014,CD Chivas USA,0,Sporting Kansas City,4,Sporting Kansas City
2014-09-13,2014,Seattle Sounders,3,Real Salt Lake,2,Seattle Sounders
2014-09-13,2014,Philadelphia Union,2,New York Red Bulls,2,New York Red Bulls
2014-09-13,2014,New England Revolution,2,Montreal Impact,1,New England Revolution
2014-09-13,2014,Houston Dynamo,2,Columbus Crew,2,Columbus Crew
2014-09-13,2014,FC Dallas,2,Vancouver Whitecaps,1,FC Dallas
2014-09-13,2014,Chicago Fire,1,Toronto FC,1,Toronto FC
2014-09-13,2014,Colorado Rapids,2,Portland Timbers,2,Portland Timbers
2014-09-14,2014,San Jose Earthquakes,1,LA Galaxy,1,LA Galaxy
2014-09-20,2014,Real Salt Lake,5,Colorado Rapids,1,Real Salt Lake
2014-09-20,2014,Portland Timbers,3,Vancouver Whitecaps,0,Portland Timbers
2014-09-20,2014,Philadelphia Union,0,Houston Dynamo,0,Houston Dynamo
2014-09-20,2014,Columbus Crew,1,New England Revolution,0,Columbus Crew
2014-09-20,2014,Montreal Impact,2,San Jose Earthquakes,0,Montreal Impact
2014-09-20,2014,New York Red Bulls,4,Seattle Sounders,1,New York Red Bulls
2014-09-20,2014,Chicago Fire,3,DC United,3,DC United
2014-09-21,2014,LA Galaxy,2,FC Dallas,1,LA Galaxy
2014-09-21,2014,Toronto FC,3,CD Chivas USA,0,Toronto FC
2014-09-24,2014,FC Dallas,3,Seattle Sounders,1,FC Dallas
2014-09-26,2014,Sporting Kansas City,2,New England Revolution,3,New England Revolution
2014-09-27,2014,Vancouver Whitecaps,2,Real Salt Lake,1,Vancouver Whitecaps
2014-09-27,2014,Toronto FC,3,Portland Timbers,2,Toronto FC
2014-09-27,2014,Seattle Sounders,4,CD Chivas USA,2,Seattle Sounders
2014-09-27,2014,DC United,1,Philadelphia Union,0,DC United
2014-09-27,2014,Columbus Crew,2,Montreal Impact,0,Columbus Crew
2014-09-27,2014,Colorado Rapids,1,San Jose Earthquakes,1,San Jose Earthquakes
2014-09-28,2014,Houston Dynamo,2,Chicago Fire,0,Houston Dynamo
2014-09-28,2014,LA Galaxy,4,New York Red Bulls,0,LA Galaxy
2014-10-02,2014,Philadelphia Union,1,Chicago Fire,1,Chicago Fire
2014-10-03,2014,DC United,0,Sporting Kansas City,0,Sporting Kansas City
2014-10-04,2014,Vancouver Whitecaps,2,FC Dallas,0,Vancouver Whitecaps
2014-10-04,2014,New England Revolution,2,Columbus Crew,1,New England Revolution
2014-10-04,2014,New York Red Bulls,1,Houston Dynamo,0,New York Red Bulls
2014-10-05,2014,LA Galaxy,3,Toronto FC,0,LA Galaxy
2014-10-05,2014,San Jose Earthquakes,1,Portland Timbers,2,Portland Timbers
2014-10-05,2014,Colorado Rapids,1,Seattle Sounders,4,Seattle Sounders
2014-10-05,2014,Chicago Fire,0,Montreal Impact,0,Montreal Impact
2014-10-05,2014,CD Chivas USA,1,Real Salt Lake,0,CD Chivas USA
2014-10-08,2014,Toronto FC,0,Houston Dynamo,1,Houston Dynamo
2014-10-09,2014,Portland Timbers,3,San Jose Earthquakes,0,Portland Timbers
2014-10-10,2014,Sporting Kansas City,2,Chicago Fire,0,Sporting Kansas City
2014-10-11,2014,Seattle Sounders,0,Vancouver Whitecaps,1,Vancouver Whitecaps
2014-10-11,2014,Philadelphia Union,2,Columbus Crew,3,Columbus Crew
2014-10-11,2014,New York Red Bulls,3,Toronto FC,1,New York Red Bulls
2014-10-11,2014,Real Salt Lake,2,San Jose Earthquakes,0,Real Salt Lake
2014-10-12,2014,CD Chivas USA,2,Colorado Rapids,0,CD Chivas USA
2014-10-12,2014,Montreal Impact,2,New England Revolution,2,New England Revolution
2014-10-12,2014,Houston Dynamo,1,DC United,3,DC United
2014-10-12,2014,FC Dallas,2,LA Galaxy,1,FC Dallas
2014-10-16,2014,Houston Dynamo,1,New England Revolution,2,New England Revolution
2014-10-18,2014,Portland Timbers,0,Real Salt Lake,0,Real Salt Lake
2014-10-18,2014,Toronto FC,1,Montreal Impact,1,Montreal Impact
2014-10-18,2014,Colorado Rapids,0,FC Dallas,1,FC Dallas
2014-10-18,2014,DC United,2,Chicago Fire,1,DC United
2014-10-18,2014,Philadelphia Union,2,Sporting Kansas City,1,Philadelphia Union
2014-10-18,2014,New York Red Bulls,1,Columbus Crew,3,Columbus Crew
2014-10-19,2014,LA Galaxy,2,Seattle Sounders,2,Seattle Sounders
2014-10-22,2014,Real Salt Lake,2,CD Chivas USA,0,Real Salt Lake
2014-10-24,2014,Chicago Fire,2,Houston Dynamo,1,Chicago Fire
2014-10-25,2014,Seattle Sounders,2,LA Galaxy,0,Seattle Sounders
2014-10-25,2014,Montreal Impact,1,DC United,1,DC United
2014-10-25,2014,Vancouver Whitecaps,1,Colorado Rapids,0,Vancouver Whitecaps
2014-10-25,2014,New England Revolution,1,Toronto FC,0,New England Revolution
2014-10-25,2014,FC Dallas,0,Portland Timbers,2,Portland Timbers
2014-10-26,2014,CD Chivas USA,1,San Jose Earthquakes,0,CD Chivas USA
2014-10-26,2014,Columbus Crew,2,Philadelphia Union,1,Columbus Crew
2014-10-26,2014,Sporting Kansas City,0,New York Red Bulls,2,New York Red Bulls
2014-10-29,2014,FC Dallas,2,Vancouver Whitecaps,1,FC Dallas
2014-10-30,2014,New York Red Bulls,2,Sporting Kansas City,1,New York Red Bulls
2014-11-01,2014,Columbus Crew,2,New England Revolution,4,New England Revolution
2014-11-01,2014,Real Salt Lake,0,LA Galaxy,0,LA Galaxy
2014-11-02,2014,New York Red Bulls,2,DC United,0,New York Red Bulls
2014-11-02,2014,FC Dallas,1,Seattle Sounders,1,Seattle Sounders
2014-11-08,2014,DC United,2,New York Red Bulls,1,DC United
2014-11-09,2014,New England Revolution,3,Columbus Crew,1,New England Revolution
2014-11-09,2014,LA Galaxy,5,Real Salt Lake,0,LA Galaxy
2014-11-10,2014,Seattle Sounders,0,FC Dallas,0,FC Dallas
2014-11-23,2014,New York Red Bulls,1,New England Revolution,2,New England Revolution
2014-11-23,2014,LA Galaxy,1,Seattle Sounders,0,LA Galaxy
2014-11-29,2014,New England Revolution,2,New York Red Bulls,2,New York Red Bulls
2014-11-30,2014,Seattle Sounders,2,LA Galaxy,1,Seattle Sounders
2014-12-07,2014,LA Galaxy,1,New England Revolution,1,New England Revolution
2015-03-06,2015,LA Galaxy,2,Chicago Fire,0,LA Galaxy
2015-03-07,2015,DC United,1,Montreal Impact,0,DC United
2015-03-07,2015,Philadelphia Union,0,Colorado Rapids,0,Colorado Rapids
2015-03-07,2015,Vancouver Whitecaps,1,Toronto FC,3,Toronto FC
2015-03-07,2015,FC Dallas,1,San Jose Earthquakes,0,FC Dallas
2015-03-07,2015,Houston Dynamo,1,Columbus Crew,0,Houston Dynamo
2015-03-07,2015,Portland Timbers,0,Real Salt Lake,0,Real Salt Lake
2015-03-08,2015,Orlando City,1,New York City FC,1,New York City FC
2015-03-08,2015,Sporting Kansas City,1,New York Red Bulls,1,New York Red Bulls
2015-03-08,2015,Seattle Sounders,3,New England Revolution,0,Seattle Sounders
2015-03-13,2015,Houston Dynamo,0,Orlando City,1,Orlando City
2015-03-14,2015,Chicago Fire,0,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-03-14,2015,Columbus Crew,2,Toronto FC,0,Columbus Crew
2015-03-14,2015,FC Dallas,3,Sporting Kansas City,1,FC Dallas
2015-03-14,2015,Real Salt Lake,3,Philadelphia Union,3,Philadelphia Union
2015-03-14,2015,Seattle Sounders,2,San Jose Earthquakes,3,San Jose Earthquakes
2015-03-15,2015,New York City FC,2,New England Revolution,0,New York City FC
2015-03-15,2015,Portland Timbers,2,LA Galaxy,2,LA Galaxy
2015-03-21,2015,New England Revolution,0,Montreal Impact,0,Montreal Impact
2015-03-21,2015,Colorado Rapids,0,New York City FC,0,New York City FC
2015-03-21,2015,Philadelphia Union,0,FC Dallas,2,FC Dallas
2015-03-21,2015,Orlando City,0,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-03-21,2015,Sporting Kansas City,0,Portland Timbers,0,Portland Timbers
2015-03-21,2015,LA Galaxy,1,Houston Dynamo,1,Houston Dynamo
2015-03-22,2015,New York Red Bulls,2,DC United,0,New York Red Bulls
2015-03-22,2015,San Jose Earthquakes,2,Chicago Fire,1,San Jose Earthquakes
2015-03-28,2015,New England Revolution,2,San Jose Earthquakes,1,New England Revolution
2015-03-28,2015,Montreal Impact,2,Orlando City,2,Orlando City
2015-03-28,2015,New York City FC,0,Sporting Kansas City,1,Sporting Kansas City
2015-03-28,2015,DC United,1,LA Galaxy,0,DC United
2015-03-28,2015,Columbus Crew,1,New York Red Bulls,2,New York Red Bulls
2015-03-28,2015,Vancouver Whitecaps,2,Portland Timbers,1,Vancouver Whitecaps
2015-03-28,2015,FC Dallas,0,Seattle Sounders,0,Seattle Sounders
2015-03-28,2015,Houston Dynamo,0,Colorado Rapids,0,Colorado Rapids
2015-03-29,2015,Chicago Fire,1,Philadelphia Union,0,Chicago Fire
2015-03-29,2015,Real Salt Lake,2,Toronto FC,1,Real Salt Lake
2015-04-03,2015,Orlando City,0,DC United,1,DC United
2015-04-04,2015,Chicago Fire,3,Toronto FC,2,Chicago Fire
2015-04-04,2015,Colorado Rapids,0,New England Revolution,2,New England Revolution
2015-04-04,2015,Vancouver Whitecaps,2,LA Galaxy,0,Vancouver Whitecaps
2015-04-04,2015,Seattle Sounders,1,Houston Dynamo,0,Seattle Sounders
2015-04-04,2015,Portland Timbers,3,FC Dallas,1,Portland Timbers
2015-04-05,2015,San Jose Earthquakes,0,Real Salt Lake,1,Real Salt Lake
2015-04-05,2015,Sporting Kansas City,3,Philadelphia Union,2,Sporting Kansas City
2015-04-08,2015,Vancouver Whitecaps,2,Columbus Crew,2,Columbus Crew
2015-04-10,2015,FC Dallas,0,Colorado Rapids,4,Colorado Rapids
2015-04-11,2015,New England Revolution,0,Columbus Crew,0,Columbus Crew
2015-04-11,2015,Philadelphia Union,2,New York City FC,1,Philadelphia Union
2015-04-11,2015,DC United,2,New York Red Bulls,2,New York Red Bulls
2015-04-11,2015,Sporting Kansas City,0,Real Salt Lake,0,Real Salt Lake
2015-04-11,2015,Houston Dynamo,3,Montreal Impact,0,Houston Dynamo
2015-04-11,2015,San Jose Earthquakes,1,Vancouver Whitecaps,0,San Jose Earthquakes
2015-04-12,2015,Portland Timbers,0,Orlando City,2,Orlando City
2015-04-12,2015,LA Galaxy,1,Seattle Sounders,0,LA Galaxy
2015-04-16,2015,New York City FC,1,Philadelphia Union,1,Philadelphia Union
2015-04-17,2015,New York Red Bulls,2,San Jose Earthquakes,0,New York Red Bulls
2015-04-18,2015,DC United,1,Houston Dynamo,1,Houston Dynamo
2015-04-18,2015,Columbus Crew,3,Orlando City,0,Columbus Crew
2015-04-18,2015,FC Dallas,3,Toronto FC,2,FC Dallas
2015-04-18,2015,Colorado Rapids,1,Seattle Sounders,3,Seattle Sounders
2015-04-18,2015,Real Salt Lake,0,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-04-18,2015,LA Galaxy,2,Sporting Kansas City,1,LA Galaxy
2015-04-19,2015,Philadelphia Union,1,New England Revolution,2,New England Revolution
2015-04-19,2015,New York City FC,0,Portland Timbers,1,Portland Timbers
2015-04-24,2015,Chicago Fire,1,New York City FC,0,Chicago Fire
2015-04-24,2015,Colorado Rapids,1,FC Dallas,1,FC Dallas
2015-04-25,2015,Columbus Crew,4,Philadelphia Union,1,Columbus Crew
2015-04-25,2015,New England Revolution,4,Real Salt Lake,0,New England Revolution
2015-04-25,2015,Houston Dynamo,4,Sporting Kansas City,4,Sporting Kansas City
2015-04-25,2015,Vancouver Whitecaps,1,DC United,2,DC United
2015-04-26,2015,New York Red Bulls,1,LA Galaxy,1,LA Galaxy
2015-04-26,2015,Orlando City,0,Toronto FC,2,Toronto FC
2015-04-26,2015,Seattle Sounders,1,Portland Timbers,0,Seattle Sounders
2015-04-29,2015,New York Red Bulls,1,Colorado Rapids,1,Colorado Rapids
2015-05-01,2015,Houston Dynamo,1,FC Dallas,4,FC Dallas
2015-05-01,2015,Real Salt Lake,1,San Jose Earthquakes,1,San Jose Earthquakes
2015-05-02,2015,Philadelphia Union,0,Toronto FC,1,Toronto FC
2015-05-02,2015,DC United,2,Columbus Crew,0,DC United
2015-05-02,2015,New England Revolution,2,New York Red Bulls,1,New England Revolution
2015-05-02,2015,Portland Timbers,0,Vancouver Whitecaps,0,Vancouver Whitecaps
2015-05-02,2015,LA Galaxy,1,Colorado Rapids,1,Colorado Rapids
2015-05-03,2015,Sporting Kansas City,1,Chicago Fire,0,Sporting Kansas City
2015-05-03,2015,New York City FC,1,Seattle Sounders,3,Seattle Sounders
2015-05-05,2015,Houston Dynamo,0,San Jose Earthquakes,1,San Jose Earthquakes
2015-05-06,2015,Real Salt Lake,0,LA Galaxy,0,LA Galaxy
2015-05-08,2015,Orlando City,2,New England Revolution,2,New England Revolution
2015-05-08,2015,Colorado Rapids,1,San Jose Earthquakes,1,San Jose Earthquakes
2015-05-09,2015,Chicago Fire,1,Real Salt Lake,2,Real Salt Lake
2015-05-09,2015,Montreal Impact,1,Portland Timbers,2,Portland Timbers
2015-05-09,2015,DC United,1,Sporting Kansas City,1,Sporting Kansas City
2015-05-09,2015,Vancouver Whitecaps,3,Philadelphia Union,0,Vancouver Whitecaps
2015-05-09,2015,Columbus Crew,3,Seattle Sounders,2,Columbus Crew
2015-05-09,2015,FC Dallas,2,LA Galaxy,1,FC Dallas
2015-05-10,2015,Toronto FC,1,Houston Dynamo,2,Houston Dynamo
2015-05-10,2015,New York Red Bulls,2,New York City FC,1,New York Red Bulls
2015-05-13,2015,DC United,2,Orlando City,1,DC United
2015-05-15,2015,New York City FC,2,Chicago Fire,2,Chicago Fire
2015-05-15,2015,FC Dallas,0,New York Red Bulls,0,New York Red Bulls
2015-05-16,2015,Montreal Impact,4,Real Salt Lake,1,Montreal Impact
2015-05-16,2015,Vancouver Whitecaps,0,Seattle Sounders,2,Seattle Sounders
2015-05-16,2015,New England Revolution,1,Toronto FC,1,Toronto FC
2015-05-16,2015,Houston Dynamo,3,Portland Timbers,1,Houston Dynamo
2015-05-16,2015,San Jose Earthquakes,2,Columbus Crew,0,San Jose Earthquakes
2015-05-17,2015,Orlando City,4,LA Galaxy,0,Orlando City
2015-05-17,2015,Philadelphia Union,1,DC United,0,Philadelphia Union
2015-05-20,2015,Sporting Kansas City,4,New England Revolution,2,Sporting Kansas City
2015-05-22,2015,Columbus Crew,2,Chicago Fire,2,Chicago Fire
2015-05-22,2015,LA Galaxy,1,Houston Dynamo,0,LA Galaxy
2015-05-23,2015,Toronto FC,1,Portland Timbers,0,Toronto FC
2015-05-23,2015,New England Revolution,1,DC United,1,DC United
2015-05-23,2015,Montreal Impact,2,FC Dallas,1,Montreal Impact
2015-05-23,2015,Colorado Rapids,1,Vancouver Whitecaps,0,Colorado Rapids
2015-05-23,2015,Real Salt Lake,2,New York City FC,0,Real Salt Lake
2015-05-23,2015,Seattle Sounders,0,Sporting Kansas City,0,Sporting Kansas City
2015-05-24,2015,New York Red Bulls,0,Philadelphia Union,2,Philadelphia Union
2015-05-24,2015,San Jose Earthquakes,1,Orlando City,1,Orlando City
2015-05-27,2015,Seattle Sounders,1,Colorado Rapids,0,Seattle Sounders
2015-05-27,2015,LA Galaxy,1,Real Salt Lake,0,LA Galaxy
2015-05-27,2015,Portland Timbers,1,DC United,0,Portland Timbers
2015-05-29,2015,Sporting Kansas City,4,FC Dallas,0,Sporting Kansas City
2015-05-30,2015,Toronto FC,3,San Jose Earthquakes,1,Toronto FC
2015-05-30,2015,Vancouver Whitecaps,2,Real Salt Lake,1,Vancouver Whitecaps
2015-05-30,2015,DC United,2,Philadelphia Union,1,DC United
2015-05-30,2015,New York City FC,1,Houston Dynamo,1,Houston Dynamo
2015-05-30,2015,Orlando City,2,Columbus Crew,2,Columbus Crew
2015-05-30,2015,Chicago Fire,3,Montreal Impact,0,Chicago Fire
2015-05-30,2015,Colorado Rapids,1,Portland Timbers,2,Portland Timbers
2015-05-31,2015,Seattle Sounders,2,New York Red Bulls,1,Seattle Sounders
2015-05-31,2015,New England Revolution,2,LA Galaxy,2,LA Galaxy
2015-06-03,2015,Philadelphia Union,3,Columbus Crew,0,Philadelphia Union
2015-06-03,2015,DC United,3,Chicago Fire,1,DC United
2015-06-03,2015,Montreal Impact,2,Vancouver Whitecaps,1,Montreal Impact
2015-06-05,2015,Houston Dynamo,4,New York Red Bulls,2,Houston Dynamo
2015-06-06,2015,DC United,1,Toronto FC,2,Toronto FC
2015-06-06,2015,Philadelphia Union,1,New York City FC,2,New York City FC
2015-06-06,2015,Columbus Crew,1,Montreal Impact,2,Montreal Impact
2015-06-06,2015,Chicago Fire,2,Orlando City,3,Orlando City
2015-06-06,2015,Sporting Kansas City,1,Seattle Sounders,0,Sporting Kansas City
2015-06-06,2015,Portland Timbers,2,New England Revolution,0,Portland Timbers
2015-06-06,2015,LA Galaxy,0,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-06-07,2015,Real Salt Lake,0,Colorado Rapids,0,Colorado Rapids
2015-06-07,2015,San Jose Earthquakes,0,FC Dallas,0,FC Dallas
2015-06-13,2015,New York City FC,3,Montreal Impact,1,New York City FC
2015-06-13,2015,Columbus Crew,1,LA Galaxy,1,LA Galaxy
2015-06-13,2015,New England Revolution,2,Chicago Fire,0,New England Revolution
2015-06-13,2015,Seattle Sounders,3,FC Dallas,0,Seattle Sounders
2015-06-14,2015,Orlando City,1,DC United,0,Orlando City
2015-06-19,2015,Colorado Rapids,1,FC Dallas,1,FC Dallas
2015-06-20,2015,Seattle Sounders,0,San Jose Earthquakes,2,San Jose Earthquakes
2015-06-20,2015,New York Red Bulls,1,Vancouver Whitecaps,2,Vancouver Whitecaps
2015-06-20,2015,Toronto FC,0,New York City FC,2,New York City FC
2015-06-20,2015,Montreal Impact,2,Orlando City,0,Montreal Impact
2015-06-20,2015,Portland Timbers,2,Houston Dynamo,0,Portland Timbers
2015-06-20,2015,LA Galaxy,5,Philadelphia Union,1,LA Galaxy
2015-06-21,2015,DC United,2,New England Revolution,1,DC United
2015-06-21,2015,Real Salt Lake,2,Sporting Kansas City,1,Real Salt Lake
2015-06-24,2015,Philadelphia Union,1,Seattle Sounders,0,Philadelphia Union
2015-06-24,2015,Orlando City,2,Colorado Rapids,0,Orlando City
2015-06-24,2015,Columbus Crew,2,New England Revolution,1,Columbus Crew
2015-06-24,2015,New York Red Bulls,1,Real Salt Lake,0,New York Red Bulls
2015-06-24,2015,Toronto FC,3,Montreal Impact,1,Toronto FC
2015-06-24,2015,Chicago Fire,0,DC United,1,DC United
2015-06-24,2015,LA Galaxy,5,Portland Timbers,0,LA Galaxy
2015-06-26,2015,FC Dallas,2,Houston Dynamo,0,FC Dallas
2015-06-27,2015,Toronto FC,0,DC United,0,DC United
2015-06-27,2015,Philadelphia Union,2,Montreal Impact,2,Montreal Impact
2015-06-27,2015,New England Revolution,1,Vancouver Whitecaps,2,Vancouver Whitecaps
2015-06-27,2015,Sporting Kansas City,2,Colorado Rapids,0,Sporting Kansas City
2015-06-27,2015,Real Salt Lake,2,Columbus Crew,2,Columbus Crew
2015-06-27,2015,San Jose Earthquakes,3,LA Galaxy,1,San Jose Earthquakes
2015-06-28,2015,New York City FC,1,New York Red Bulls,3,New York Red Bulls
2015-06-28,2015,Portland Timbers,4,Seattle Sounders,1,Portland Timbers
2015-07-03,2015,Houston Dynamo,1,Chicago Fire,1,Chicago Fire
2015-07-03,2015,Seattle Sounders,1,DC United,0,Seattle Sounders
2015-07-04,2015,Columbus Crew,2,New York Red Bulls,1,Columbus Crew
2015-07-04,2015,Montreal Impact,1,New York City FC,2,New York City FC
2015-07-04,2015,FC Dallas,3,New England Revolution,0,FC Dallas
2015-07-04,2015,Colorado Rapids,2,Vancouver Whitecaps,1,Colorado Rapids
2015-07-04,2015,Real Salt Lake,1,Orlando City,1,Orlando City
2015-07-04,2015,LA Galaxy,4,Toronto FC,0,LA Galaxy
2015-07-05,2015,Portland Timbers,1,San Jose Earthquakes,0,Portland Timbers
2015-07-10,2015,San Jose Earthquakes,0,Houston Dynamo,2,Houston Dynamo
2015-07-11,2015,New York Red Bulls,4,New England Revolution,1,New York Red Bulls
2015-07-11,2015,Philadelphia Union,3,Portland Timbers,0,Philadelphia Union
2015-07-11,2015,Orlando City,0,FC Dallas,2,FC Dallas
2015-07-11,2015,Montreal Impact,3,Columbus Crew,0,Montreal Impact
2015-07-11,2015,Chicago Fire,1,Seattle Sounders,0,Chicago Fire
2015-07-11,2015,Colorado Rapids,3,Real Salt Lake,1,Colorado Rapids
2015-07-12,2015,New York City FC,4,Toronto FC,4,Toronto FC
2015-07-12,2015,Vancouver Whitecaps,0,Sporting Kansas City,1,Sporting Kansas City
2015-07-15,2015,Chicago Fire,0,Columbus Crew,1,Columbus Crew
2015-07-17,2015,LA Galaxy,5,San Jose Earthquakes,2,LA Galaxy
2015-07-18,2015,Toronto FC,2,Philadelphia Union,1,Toronto FC
2015-07-18,2015,Orlando City,0,New York Red Bulls,2,New York Red Bulls
2015-07-18,2015,New England Revolution,1,New York City FC,0,New England Revolution
2015-07-18,2015,Sporting Kansas City,2,Montreal Impact,1,Sporting Kansas City
2015-07-18,2015,FC Dallas,2,DC United,1,FC Dallas
2015-07-18,2015,Seattle Sounders,0,Colorado Rapids,1,Colorado Rapids
2015-07-18,2015,Real Salt Lake,2,Houston Dynamo,0,Real Salt Lake
2015-07-18,2015,Portland Timbers,1,Vancouver Whitecaps,1,Vancouver Whitecaps
2015-07-19,2015,Columbus Crew,3,Chicago Fire,1,Columbus Crew
2015-07-24,2015,Real Salt Lake,2,Sporting Kansas City,1,Real Salt Lake
2015-07-25,2015,Columbus Crew,3,Toronto FC,3,Toronto FC
2015-07-25,2015,Montreal Impact,1,Seattle Sounders,0,Montreal Impact
2015-07-25,2015,Chicago Fire,2,New England Revolution,2,New England Revolution
2015-07-25,2015,Houston Dynamo,3,LA Galaxy,0,Houston Dynamo
2015-07-25,2015,FC Dallas,4,Portland Timbers,1,FC Dallas
2015-07-26,2015,New York City FC,5,Orlando City,3,New York City FC
2015-07-26,2015,DC United,3,Philadelphia Union,2,DC United
2015-07-26,2015,Vancouver Whitecaps,3,San Jose Earthquakes,1,Vancouver Whitecaps
2015-08-01,2015,New York City FC,2,Montreal Impact,3,Montreal Impact
